direction,time_window_end,time_window_start,tollgate_id,volume,minutes_since_0,minutes_diff_13,before_holiday,after_holiday,holiday_len,is_am,neigh_4hour_std_value,neigh_4hour_avg_value,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
1,2016-09-19 06:00:00,2016-09-19 05:40:00,3,13.0,340,520,False,True,0,False,2.723633936156219,5.7272727272727275,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:00:00,2016-09-19 05:40:00,3,27.0,340,520,False,True,0,False,2.800162332956625,11.25,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:00:00,2016-09-19 05:40:00,2,21.0,340,520,False,True,0,False,6.429100507328637,9.333333333333334,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 06:00:00,2016-09-19 05:40:00,1,34.0,340,520,False,True,0,False,7.341765125057812,15.416666666666666,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:00:00,2016-09-19 05:40:00,1,13.0,340,520,False,True,0,False,3.1718458443950364,8.333333333333334,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 06:20:00,2016-09-19 06:00:00,3,30.0,360,420,False,True,0,False,3.4165373220158552,6.545454545454546,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:20:00,2016-09-19 06:00:00,3,39.0,360,420,False,True,0,False,5.333570070503405,12.583333333333334,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:20:00,2016-09-19 06:00:00,2,30.0,360,420,False,True,0,False,4.725815626252608,15.666666666666666,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 06:20:00,2016-09-19 06:00:00,1,39.0,360,420,False,True,0,False,8.563488385776754,17.666666666666668,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:20:00,2016-09-19 06:00:00,1,8.0,360,420,False,True,0,False,3.423404295390331,8.583333333333334,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 06:40:00,2016-09-19 06:20:00,3,38.0,380,440,False,True,0,False,7.795103358111191,8.818181818181818,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:40:00,2016-09-19 06:20:00,3,58.0,380,440,False,True,0,False,9.258493234306378,14.916666666666666,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:40:00,2016-09-19 06:20:00,2,36.0,380,440,False,True,0,False,8.139410298049853,19.25,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 06:40:00,2016-09-19 06:20:00,1,57.0,380,440,False,True,0,False,9.828838212426767,20.333333333333332,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:40:00,2016-09-19 06:20:00,1,13.0,380,440,False,True,0,False,3.3933982252531925,8.666666666666666,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 07:00:00,2016-09-19 06:40:00,3,65.0,400,460,False,True,0,False,11.536503330338403,11.909090909090908,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 07:00:00,2016-09-19 06:40:00,3,71.0,400,460,False,True,0,False,15.482884000395307,18.583333333333332,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 07:00:00,2016-09-19 06:40:00,2,37.0,400,460,False,True,0,False,10.285912696499032,22.6,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 07:00:00,2016-09-19 06:40:00,1,72.0,400,460,False,True,0,False,13.55460337771905,24.5,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 07:00:00,2016-09-19 06:40:00,1,32.0,400,460,False,True,0,False,3.6045005538110604,8.916666666666666,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 07:20:00,2016-09-19 07:00:00,3,67.0,420,360,False,True,0,False,18.864749875860742,16.333333333333332,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 07:20:00,2016-09-19 07:00:00,3,127.0,420,360,False,True,0,False,21.637509518930734,23.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 07:20:00,2016-09-19 07:00:00,2,84.0,420,360,False,True,0,False,10.917875251164945,25.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 07:20:00,2016-09-19 07:00:00,1,70.0,420,360,False,True,0,False,18.455515723112715,29.666666666666668,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 07:20:00,2016-09-19 07:00:00,1,39.0,420,360,False,True,0,False,7.452374037035365,11.083333333333334,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 07:40:00,2016-09-19 07:20:00,3,71.0,440,380,False,True,0,False,23.4191064187886,21.5,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 07:40:00,2016-09-19 07:20:00,3,123.0,440,380,False,True,0,False,36.50186794722105,32.75,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 07:40:00,2016-09-19 07:20:00,2,80.0,440,380,False,True,0,False,24.425786530203027,33.42857142857143,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 07:40:00,2016-09-19 07:20:00,1,83.0,440,380,False,True,0,False,20.641235574950596,34.666666666666664,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 07:40:00,2016-09-19 07:20:00,1,31.0,440,380,False,True,0,False,10.916695581733624,13.583333333333334,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 08:00:00,2016-09-19 07:40:00,3,103.0,460,400,False,True,0,False,26.552977348323974,27.166666666666668,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:00:00,2016-09-19 07:40:00,3,153.0,460,400,False,True,0,False,43.92107246027363,42.166666666666664,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:00:00,2016-09-19 07:40:00,2,97.0,460,400,False,True,0,False,27.97320146139873,39.25,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 08:00:00,2016-09-19 07:40:00,1,118.0,460,400,False,True,0,False,23.738952773614063,40.416666666666664,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:00:00,2016-09-19 07:40:00,1,43.0,460,400,False,True,0,False,11.527306184828609,15.833333333333334,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 08:20:00,2016-09-19 08:00:00,3,118.0,480,300,False,True,0,False,33.6977429331384,34.916666666666664,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:20:00,2016-09-19 08:00:00,3,161.0,480,300,False,True,0,False,52.80811461979087,54.166666666666664,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:20:00,2016-09-19 08:00:00,2,129.0,480,300,False,True,0,False,32.48461174156157,45.666666666666664,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 08:20:00,2016-09-19 08:00:00,1,123.0,480,300,False,True,0,False,31.624094189926346,48.583333333333336,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:20:00,2016-09-19 08:00:00,1,46.0,480,300,False,True,0,False,13.673686297765391,18.666666666666668,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 08:40:00,2016-09-19 08:20:00,3,168.0,500,320,False,True,0,False,39.72051984767693,44.416666666666664,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:40:00,2016-09-19 08:20:00,3,167.0,500,320,False,True,0,False,59.04595026269154,66.66666666666667,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:40:00,2016-09-19 08:20:00,2,122.0,500,320,False,True,0,False,40.40352019867136,54.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 08:40:00,2016-09-19 08:20:00,1,119.0,500,320,False,True,0,False,36.537237128300994,57.333333333333336,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:40:00,2016-09-19 08:20:00,1,56.0,500,320,False,True,0,False,15.435103635623062,21.666666666666668,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 09:00:00,2016-09-19 08:40:00,3,161.0,520,340,False,True,0,False,51.40540002290763,57.833333333333336,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:00:00,2016-09-19 08:40:00,3,138.0,520,340,False,True,0,False,62.427351717209994,79.91666666666667,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:00:00,2016-09-19 08:40:00,2,98.0,520,340,False,True,0,False,43.4691112902442,60.18181818181818,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 09:00:00,2016-09-19 08:40:00,1,116.0,520,340,False,True,0,False,38.13095457721583,65.83333333333333,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:00:00,2016-09-19 08:40:00,1,41.0,520,340,False,True,0,False,18.01577591496358,25.25,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 09:20:00,2016-09-19 09:00:00,3,145.0,540,240,False,True,0,False,56.10379990371742,71.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:20:00,2016-09-19 09:00:00,3,174.0,540,240,False,True,0,False,60.29391395991855,90.58333333333333,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:20:00,2016-09-19 09:00:00,2,89.0,540,240,False,True,0,False,42.859884472192604,63.333333333333336,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 09:20:00,2016-09-19 09:00:00,1,120.0,540,240,False,True,0,False,38.08473407675272,73.58333333333333,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:20:00,2016-09-19 09:00:00,1,50.0,540,240,False,True,0,False,18.02187223314711,27.666666666666668,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 09:40:00,2016-09-19 09:20:00,3,125.0,560,260,False,True,0,False,56.410562088597516,82.16666666666667,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:40:00,2016-09-19 09:20:00,3,144.0,560,260,False,True,0,False,58.79290825096221,104.33333333333333,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:40:00,2016-09-19 09:20:00,2,78.0,560,260,False,True,0,False,40.410300966986426,69.58333333333333,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 09:40:00,2016-09-19 09:20:00,1,151.0,560,260,False,True,0,False,37.32687308823838,81.25,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:40:00,2016-09-19 09:20:00,1,49.0,560,260,False,True,0,False,17.111045520010716,31.666666666666668,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 10:00:00,2016-09-19 09:40:00,3,116.0,580,280,False,True,0,False,52.24766197465856,92.0,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 10:00:00,2016-09-19 09:40:00,3,148.0,580,280,False,True,0,False,52.2473719797262,115.16666666666667,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 10:00:00,2016-09-19 09:40:00,2,59.0,580,280,False,True,0,False,36.12467888082085,75.08333333333333,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 10:00:00,2016-09-19 09:40:00,1,131.0,580,280,False,True,0,False,37.62212437415307,91.83333333333333,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 10:00:00,2016-09-19 09:40:00,1,44.0,580,280,False,True,0,False,16.01396171148694,35.083333333333336,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 10:20:00,2016-09-19 10:00:00,3,117.0,600,180,False,True,0,False,46.200075429559305,100.58333333333333,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 10:20:00,2016-09-19 10:00:00,3,104.0,600,180,False,True,0,False,44.83530467672262,125.25,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 10:20:00,2016-09-19 10:00:00,2,71.0,600,180,False,True,0,False,32.42929371585343,78.25,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 10:20:00,2016-09-19 10:00:00,1,101.0,600,180,False,True,0,False,34.34440098164297,99.91666666666667,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 10:20:00,2016-09-19 10:00:00,1,44.0,600,180,False,True,0,False,14.562300850504567,37.666666666666664,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 10:40:00,2016-09-19 10:20:00,3,87.0,620,200,False,True,0,False,40.60414966105028,107.83333333333333,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 10:40:00,2016-09-19 10:20:00,3,111.0,620,200,False,True,0,False,36.64655095598626,130.66666666666666,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 10:40:00,2016-09-19 10:20:00,2,88.0,620,200,False,True,0,False,28.84546075313421,81.66666666666667,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 10:40:00,2016-09-19 10:20:00,1,105.0,620,200,False,True,0,False,28.516210169379843,105.08333333333333,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 10:40:00,2016-09-19 10:20:00,1,44.0,620,200,False,True,0,False,11.219571644175542,40.666666666666664,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 11:00:00,2016-09-19 10:40:00,3,85.0,640,220,False,True,0,False,35.02326066885818,111.91666666666667,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:00:00,2016-09-19 10:40:00,3,122.0,640,220,False,True,0,False,29.610987927804878,135.08333333333334,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:00:00,2016-09-19 10:40:00,2,65.0,640,220,False,True,0,False,25.01272403470609,86.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 11:00:00,2016-09-19 10:40:00,1,102.0,640,220,False,True,0,False,24.19788996561227,109.08333333333333,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:00:00,2016-09-19 10:40:00,1,44.0,640,220,False,True,0,False,7.072674690152748,43.25,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 11:20:00,2016-09-19 11:00:00,3,73.0,660,120,False,True,0,False,33.00539441676255,113.58333333333333,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:20:00,2016-09-19 11:00:00,3,111.0,660,120,False,True,0,False,22.34576768279249,139.33333333333334,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:20:00,2016-09-19 11:00:00,2,50.0,660,120,False,True,0,False,21.0122619323849,88.33333333333333,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 11:20:00,2016-09-19 11:00:00,1,86.0,660,120,False,True,0,False,21.40712852101261,111.58333333333333,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:20:00,2016-09-19 11:00:00,1,39.0,660,120,False,True,0,False,6.1218684016624145,44.25,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 11:40:00,2016-09-19 11:20:00,3,72.0,680,140,False,True,0,False,32.27286598348338,114.08333333333333,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:40:00,2016-09-19 11:20:00,3,82.0,680,140,False,True,0,False,23.59121562246114,138.0,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:40:00,2016-09-19 11:20:00,2,61.0,680,140,False,True,0,False,23.762078268458836,85.5,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 11:40:00,2016-09-19 11:20:00,1,76.0,680,140,False,True,0,False,18.93749687468721,112.91666666666667,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
