time_window_start,sea_pressure,end_holiday,tollgate_id,neigh_2h_volume_avg,direction,before_holiday,pressure,after_holiday,minutes_diff_13,is_am,wind_direction,minutes_since_0,rel_humidity,wind_speed,temperature,holiday_len,time_window_end,volume,start_holiday,precipitation,neigh_2h_volume_std,gbdt_0,gbdt_1,gbdt_2,gbdt_3,gbdt_4
2016-09-21 07:20:00,1018.2,False,1,11.166666666666664,0,False,1013.2,False,380,False,348.0,440,67.0,1.5,24.9,0,2016-09-21 07:40:00,84.0,False,0.0,3.1841621957571333,-1.381683155018178,0.7690757073316186,1.0094857511317734,-0.9115513254201842,0.6116350911014286
2016-09-21 07:40:00,1018.2,False,1,12.5,0,False,1013.2,False,400,False,348.0,460,67.0,1.5,24.9,0,2016-09-21 08:00:00,95.0,False,0.0,2.29128784747792,-1.7247423237609336,1.153908192469847,1.3919121627040933,-0.6275127577447202,0.6515327816327274
2016-09-21 08:00:00,1018.2,False,1,15.5,0,False,1013.2,False,300,False,348.0,480,67.0,1.5,24.9,0,2016-09-21 08:20:00,122.0,False,0.0,5.937171043518957,-1.724742323760933,1.1539081924698484,1.3919121627040936,-0.6275127577447205,0.6515327816327275
2016-09-21 08:20:00,1018.2,False,1,18.83333333333333,0,False,1013.2,False,320,False,348.0,500,67.0,1.5,24.9,0,2016-09-21 08:40:00,126.0,False,0.0,9.702519718551924,-1.4578253791791733,0.9592506162656677,1.2527242193810413,-0.369289085359263,0.26941231931594417
2016-09-21 08:40:00,1018.2,False,1,23.33333333333333,0,False,1013.2,False,340,False,348.0,520,67.0,1.5,24.9,0,2016-09-21 09:00:00,77.0,False,0.0,12.324321031557432,-1.3770718015051036,0.8311351580791622,0.944295273450164,-0.2690548242482204,0.18381759914911397
2016-09-21 09:00:00,1018.2,False,1,34.0,0,False,1013.2,False,240,False,348.0,540,67.0,1.5,24.9,0,2016-09-21 09:20:00,49.0,False,0.0,21.39314531962672,-1.4822838362190554,0.9261266131856167,1.1823671857007692,-0.33802514803926903,-0.037227151005367
2016-09-21 09:20:00,1018.2,False,1,45.33333333333334,0,False,1013.2,False,260,False,348.0,560,67.0,1.5,24.9,0,2016-09-21 09:40:00,55.0,False,0.0,23.57729604702136,-1.4822838362190554,0.9261266131856168,1.182367185700769,-0.33802514803926903,-0.03722715100536714
2016-09-21 09:40:00,1018.2,False,1,57.0,0,False,1013.2,False,280,False,348.0,580,67.0,1.5,24.9,0,2016-09-21 10:00:00,53.0,False,0.0,22.479620400116488,-1.4822838362190554,0.9261266131856173,1.1823671857007687,-0.33802514803926953,-0.03722715100536658
2016-09-21 15:00:00,1019.1,False,1,36.0,0,False,1014.1,False,120,True,310.0,900,93.0,1.0,20.8,0,2016-09-21 15:20:00,48.0,False,0.0,6.2449979983983965,-1.7247423237609336,1.153908192469847,1.3919121627040936,-0.6275127577447199,0.6515327816327274
2016-09-21 15:20:00,1019.1,False,1,38.0,0,False,1014.1,False,140,True,310.0,920,93.0,1.0,20.8,0,2016-09-21 15:40:00,46.0,False,0.0,6.557438524302,-1.7247423237609334,1.1539081924698469,1.3919121627040933,-0.6275127577447198,0.6515327816327274
2016-09-21 15:40:00,1019.1,False,1,40.333333333333336,0,False,1014.1,False,160,True,310.0,940,93.0,1.0,20.8,0,2016-09-21 16:00:00,49.0,False,0.0,4.346134936801766,-1.7247423237609334,1.153908192469848,1.3919121627040936,-0.6275127577447202,0.6515327816327275
2016-09-21 16:00:00,1018.1,False,1,43.5,0,False,1013.1,False,180,True,341.0,960,94.0,1.7,20.2,0,2016-09-21 16:20:00,46.0,False,0.0,4.031128874149275,-1.6881376418678387,1.1015906363255108,1.2298182366326658,-0.5996781546573702,0.7141927282112098
2016-09-21 16:20:00,1018.1,False,1,44.83333333333334,0,False,1013.1,False,200,True,341.0,980,94.0,1.7,20.2,0,2016-09-21 16:40:00,45.0,False,0.0,5.398044913567215,-1.6881376418678395,1.1015906363255108,1.229818236632666,-0.59967815465737,0.7141927282112093
2016-09-21 16:40:00,1018.1,False,1,45.0,0,False,1013.1,False,220,True,341.0,1000,94.0,1.7,20.2,0,2016-09-21 17:00:00,46.0,False,0.0,5.322906474223768,-1.6881376418678398,1.1015906363255108,1.229818236632666,-0.59967815465737,0.7141927282112093
2016-09-21 17:00:00,1018.1,False,1,47.66666666666666,0,False,1013.1,False,240,True,341.0,1020,94.0,1.7,20.2,0,2016-09-21 17:20:00,47.0,False,0.0,5.1532082779134365,-1.6881376418678393,1.1015906363255104,1.2298182366326662,-0.5996781546573702,0.7141927282112094
2016-09-21 17:20:00,1018.1,False,1,48.33333333333334,0,False,1013.1,False,260,True,341.0,1040,94.0,1.7,20.2,0,2016-09-21 17:40:00,35.0,False,0.0,4.8876260995383936,-1.3879804714937298,0.6937974183930253,0.5856534520488784,-0.5972716564453037,-0.19917789808767752
2016-09-21 17:40:00,1018.1,False,1,49.16666666666666,0,False,1013.1,False,280,True,341.0,1060,94.0,1.7,20.2,0,2016-09-21 18:00:00,20.0,False,0.0,3.8908725099762496,-1.174902256319364,0.430876529252677,0.13665366772130064,-0.40856984274922714,-0.5808758798987373
2016-09-21 18:00:00,1018.1,False,1,48.83333333333334,0,False,1013.1,False,300,True,341.0,1080,94.0,1.7,20.2,0,2016-09-21 18:20:00,20.0,False,0.0,3.804237403504442,-1.174902256319364,0.43087652925267717,0.13665366772130066,-0.40856984274922714,-0.5808758798987373
2016-09-21 18:20:00,1018.1,False,1,47.66666666666666,0,False,1013.1,False,320,True,341.0,1100,94.0,1.7,20.2,0,2016-09-21 18:40:00,20.0,False,0.0,3.39934634239519,-1.174902256319364,0.43087652925267705,0.13665366772130075,-0.40856984274922686,-0.5808758798987376
2016-09-21 18:40:00,1018.1,False,1,48.0,0,False,1013.1,False,340,True,341.0,1120,94.0,1.7,20.2,0,2016-09-21 19:00:00,24.0,False,0.0,3.0,-1.174902256319364,0.430876529252677,0.13665366772130075,-0.4085698427492268,-0.5808758798987372
2016-09-22 06:00:00,1015.8,False,1,7.166666666666668,0,False,1010.8,False,420,False,117.0,360,54.0,2.3,28.7,0,2016-09-22 06:20:00,6.0,False,0.0,1.8633899812498247,-0.5069049427193771,-0.20206425171320563,-0.2783466284923826,0.1701478615777074,-0.0691551285689909
2016-09-22 06:20:00,1015.8,False,1,7.166666666666668,0,False,1010.8,False,440,False,117.0,380,54.0,2.3,28.7,0,2016-09-22 06:40:00,10.0,False,0.0,1.8633899812498247,-0.5069049427193767,-0.20206425171320552,-0.27834662849238284,0.17014786157770742,-0.06915512856899084
2016-09-22 06:40:00,1015.8,False,1,7.5,0,False,1010.8,False,460,False,117.0,400,54.0,2.3,28.7,0,2016-09-22 07:00:00,36.0,False,0.0,2.1408720964441885,-0.8989126639559624,0.272798611230158,0.28285534220982045,-0.340944837382189,0.6613301349297538
2016-09-22 07:00:00,1015.6,False,1,7.666666666666668,0,False,1010.6,False,360,False,91.0,420,57.0,2.6,26.8,0,2016-09-22 07:20:00,28.0,False,0.0,2.3570226039551585,-1.2003865152015196,0.56163646928145,0.6758372958920273,-0.7813938453913709,0.631976132121742
2016-09-22 07:20:00,1015.6,False,1,7.333333333333332,0,False,1010.6,False,380,False,91.0,440,57.0,2.6,26.8,0,2016-09-22 07:40:00,40.0,False,0.0,2.5603819159562025,-1.306695931851637,0.6931562773122126,0.8832553326590066,-0.8666057535380147,0.6752959877741325
2016-09-22 07:40:00,1015.6,False,1,6.333333333333332,0,False,1010.6,False,400,False,91.0,460,57.0,2.6,26.8,0,2016-09-22 08:00:00,34.0,False,0.0,3.1972210155418126,-1.649755100594393,1.077988762450442,1.2656817442313268,-0.5825671858625516,0.7151936783054322
2016-09-22 08:00:00,1015.6,False,1,5.833333333333332,0,False,1010.6,False,300,False,91.0,480,57.0,2.6,26.8,0,2016-09-22 08:20:00,50.0,False,0.0,3.435921354681384,-1.649755100594392,1.0779887624504423,1.2656817442313266,-0.5825671858625516,0.7151936783054318
2016-09-22 08:20:00,1015.6,False,1,6.166666666666668,0,False,1010.6,False,320,False,91.0,500,57.0,2.6,26.8,0,2016-09-22 08:40:00,58.0,False,0.0,3.337497399083464,-1.6497551005943927,1.0779887624504423,1.2656817442313264,-0.5825671858625516,0.715193678305432
2016-09-22 08:40:00,1015.6,False,1,6.166666666666668,0,False,1010.6,False,340,False,91.0,520,57.0,2.6,26.8,0,2016-09-22 09:00:00,51.0,False,0.0,3.337497399083464,-1.6497551005943922,1.0779887624504418,1.2656817442313268,-0.5825671858625516,0.7151936783054322
2016-09-22 09:00:00,1015.6,False,1,10.333333333333334,0,False,1010.6,False,240,False,91.0,540,57.0,2.6,26.8,0,2016-09-22 09:20:00,43.0,False,0.0,11.756794725698931,-1.482283836219055,0.9261266131856175,1.182367185700769,-0.33802514803926936,-0.03722715100536686
2016-09-22 09:20:00,1015.6,False,1,14.166666666666664,0,False,1010.6,False,260,False,91.0,560,57.0,2.6,26.8,0,2016-09-22 09:40:00,52.0,False,0.0,13.069259946743564,-1.482283836219055,0.9261266131856171,1.1823671857007687,-0.33802514803926953,-0.037227151005367
2016-09-22 09:40:00,1015.6,False,1,20.5,0,False,1010.6,False,280,False,91.0,580,57.0,2.6,26.8,0,2016-09-22 10:00:00,59.0,False,0.0,14.739402972983674,-1.4822838362190545,0.9261266131856177,1.182367185700769,-0.3380251480392697,-0.03722715100536658
2016-09-22 15:00:00,1017.0,False,1,38.16666666666666,0,False,1012.0,False,120,True,86.0,900,80.0,2.7,23.1,0,2016-09-22 15:20:00,61.0,False,0.0,7.080881928749332,-1.5630374138931233,1.0542420713721226,1.4907961316316458,-0.4382594091503134,0.04836756916146456
2016-09-22 15:20:00,1017.0,False,1,41.333333333333336,0,False,1012.0,False,140,True,86.0,920,80.0,2.7,23.1,0,2016-09-22 15:40:00,48.0,False,0.0,5.436502143433364,-1.7247423237609332,1.153908192469848,1.3919121627040938,-0.6275127577447203,0.651532781632727
2016-09-22 15:40:00,1017.0,False,1,46.16666666666666,0,False,1012.0,False,160,True,86.0,940,80.0,2.7,23.1,0,2016-09-22 16:00:00,57.0,False,0.0,9.227073690444273,-1.5630374138931236,1.0542420713721228,1.4907961316316456,-0.4382594091503134,0.048367569161464424
2016-09-22 16:00:00,1016.5,False,1,44.83333333333334,0,False,1011.6,False,180,True,33.0,960,84.0,1.1,21.9,0,2016-09-22 16:20:00,58.0,False,0.0,9.299044156375546,-1.5630374138931236,1.0542420713721226,1.4907961316316458,-0.4382594091503136,0.04836756916146485
2016-09-22 16:20:00,1016.5,False,1,48.83333333333334,0,False,1011.6,False,200,True,33.0,980,84.0,1.1,21.9,0,2016-09-22 16:40:00,52.0,False,0.0,8.933395522171597,-1.5630374138931238,1.0542420713721226,1.4907961316316456,-0.43825940915031325,0.048367569161464424
2016-09-22 16:40:00,1016.5,False,1,48.5,0,False,1011.6,False,220,True,33.0,1000,84.0,1.1,21.9,0,2016-09-22 17:00:00,42.0,False,0.0,9.17877987534291,-1.5630374138931233,1.0542420713721226,1.4907961316316458,-0.4382594091503136,0.04836756916146471
2016-09-22 17:00:00,1016.5,False,1,47.16666666666666,0,False,1011.6,False,240,True,33.0,1020,84.0,1.1,21.9,0,2016-09-22 17:20:00,29.0,False,0.0,10.636676590405903,-1.4659545457936294,0.8807245438830585,1.1399163481140504,-0.3208682904088765,-0.11070269623203612
2016-09-22 17:20:00,1016.5,False,1,49.66666666666666,0,False,1011.6,False,260,True,33.0,1040,84.0,1.1,21.9,0,2016-09-22 17:40:00,36.0,False,0.0,11.77096238867305,-1.2075589873815111,0.5056266777449133,0.4827322448988062,-0.34060390271134033,-0.929446417628262
2016-09-22 17:40:00,1016.5,False,1,47.0,0,False,1011.6,False,280,True,33.0,1060,84.0,1.1,21.9,0,2016-09-22 18:00:00,33.0,False,0.0,9.882644720249065,-1.0752343498812154,0.3708212467910706,0.34216140650210497,-0.25213635012630653,-1.2255496792724914
2016-09-22 18:00:00,1016.5,False,1,49.66666666666666,0,False,1011.6,False,300,True,33.0,1080,84.0,1.1,21.9,0,2016-09-22 18:20:00,26.0,False,0.0,10.060925515191046,-1.075234349881216,0.37082124679107026,0.34216140650210486,-0.2521363501263062,-1.2255496792724916
2016-09-22 18:20:00,1016.5,False,1,49.66666666666666,0,False,1011.6,False,320,True,33.0,1100,84.0,1.1,21.9,0,2016-09-22 18:40:00,21.0,False,0.0,10.060925515191046,-1.0752343498812158,0.37082124679107054,0.34216140650210486,-0.25213635012630625,-1.2255496792724911
2016-09-22 18:40:00,1016.5,False,1,51.5,0,False,1011.6,False,340,True,33.0,1120,84.0,1.1,21.9,0,2016-09-22 19:00:00,24.0,False,0.0,9.287087810503355,-1.0752343498812154,0.3708212467910706,0.34216140650210486,-0.2521363501263065,-1.2255496792724911
