intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-21 07:40:00,2016-10-21 08:00:00)",79.57295135458287
A,2,"[2016-10-21 15:00:00,2016-10-21 15:20:00)",66.82397340944108
A,2,"[2016-10-21 15:20:00,2016-10-21 15:40:00)",68.51292928378848
A,2,"[2016-10-21 15:40:00,2016-10-21 16:00:00)",66.86683101466969
A,2,"[2016-10-21 16:00:00,2016-10-21 16:20:00)",69.5140394992103
A,2,"[2016-10-21 16:20:00,2016-10-21 16:40:00)",70.38487688185307
A,2,"[2016-10-21 16:40:00,2016-10-21 17:00:00)",56.74212975918483
A,2,"[2016-10-22 06:00:00,2016-10-22 06:20:00)",55.472601932651614
A,2,"[2016-10-22 06:20:00,2016-10-22 06:40:00)",61.587064115891394
A,2,"[2016-10-22 06:40:00,2016-10-22 07:00:00)",53.507617823194956
A,2,"[2016-10-22 07:00:00,2016-10-22 07:20:00)",63.872044595814664
A,2,"[2016-10-22 07:20:00,2016-10-22 07:40:00)",62.98294328318755
A,2,"[2016-10-22 07:40:00,2016-10-22 08:00:00)",80.65957568550138
A,2,"[2016-10-22 15:00:00,2016-10-22 15:20:00)",65.53622036168618
A,2,"[2016-10-22 15:20:00,2016-10-22 15:40:00)",73.65329839005688
A,2,"[2016-10-22 15:40:00,2016-10-22 16:00:00)",64.88353216106387
A,2,"[2016-10-22 16:00:00,2016-10-22 16:20:00)",71.2701613917656
A,2,"[2016-10-22 16:20:00,2016-10-22 16:40:00)",70.44152842124934
A,2,"[2016-10-22 16:40:00,2016-10-22 17:00:00)",56.82638674754274
A,2,"[2016-10-23 06:00:00,2016-10-23 06:20:00)",54.306874733738496
A,2,"[2016-10-23 06:20:00,2016-10-23 06:40:00)",56.13881791704486
A,2,"[2016-10-23 06:40:00,2016-10-23 07:00:00)",58.121429671213576
A,2,"[2016-10-23 07:00:00,2016-10-23 07:20:00)",61.42426218699045
A,2,"[2016-10-23 07:20:00,2016-10-23 07:40:00)",65.53924901111579
A,2,"[2016-10-23 07:40:00,2016-10-23 08:00:00)",81.28690494858243
A,2,"[2016-10-23 15:00:00,2016-10-23 15:20:00)",69.35432356208611
A,2,"[2016-10-23 15:20:00,2016-10-23 15:40:00)",77.29240327040493
A,2,"[2016-10-23 15:40:00,2016-10-23 16:00:00)",65.39090018831095
A,2,"[2016-10-23 16:00:00,2016-10-23 16:20:00)",71.0368959457349
A,2,"[2016-10-23 16:20:00,2016-10-23 16:40:00)",70.37157444504945
A,2,"[2016-10-23 16:40:00,2016-10-23 17:00:00)",56.04790051608688
A,2,"[2016-10-24 06:00:00,2016-10-24 06:20:00)",54.62121490029806
A,2,"[2016-10-24 06:20:00,2016-10-24 06:40:00)",61.34366232363941
A,2,"[2016-10-24 06:40:00,2016-10-24 07:00:00)",63.38799470275652
A,2,"[2016-10-24 07:00:00,2016-10-24 07:20:00)",64.5246527987352
A,2,"[2016-10-24 07:20:00,2016-10-24 07:40:00)",67.0153043707345
A,2,"[2016-10-24 07:40:00,2016-10-24 08:00:00)",82.03217920685634
A,2,"[2016-10-24 15:00:00,2016-10-24 15:20:00)",73.32020805275657
A,2,"[2016-10-24 15:20:00,2016-10-24 15:40:00)",69.97162627666557
A,2,"[2016-10-24 15:40:00,2016-10-24 16:00:00)",66.4129074969909
A,2,"[2016-10-24 16:00:00,2016-10-24 16:20:00)",69.33813040658667
A,2,"[2016-10-24 16:20:00,2016-10-24 16:40:00)",70.30618064579656
A,2,"[2016-10-24 16:40:00,2016-10-24 17:00:00)",56.33780684477819
A,3,"[2016-10-18 06:00:00,2016-10-18 06:20:00)",98.09774090957009
A,3,"[2016-10-18 06:20:00,2016-10-18 06:40:00)",117.66960062468242
A,3,"[2016-10-18 06:40:00,2016-10-18 07:00:00)",112.34591435039619
A,3,"[2016-10-18 07:00:00,2016-10-18 07:20:00)",129.86671173985613
A,3,"[2016-10-18 07:20:00,2016-10-18 07:40:00)",150.13201585724653
A,3,"[2016-10-18 07:40:00,2016-10-18 08:00:00)",168.8529958795715
A,3,"[2016-10-18 15:00:00,2016-10-18 15:20:00)",114.1341246158709
A,3,"[2016-10-18 15:20:00,2016-10-18 15:40:00)",120.41656248126746
A,3,"[2016-10-18 15:40:00,2016-10-18 16:00:00)",112.8108625971528
A,3,"[2016-10-18 16:00:00,2016-10-18 16:20:00)",132.85112358954092
A,3,"[2016-10-18 16:20:00,2016-10-18 16:40:00)",115.89048245837238
A,3,"[2016-10-18 16:40:00,2016-10-18 17:00:00)",125.35026383754341
A,3,"[2016-10-19 06:00:00,2016-10-19 06:20:00)",108.20842509671108
A,3,"[2016-10-19 06:20:00,2016-10-19 06:40:00)",96.4624810255766
A,3,"[2016-10-19 06:40:00,2016-10-19 07:00:00)",117.81775822730526
A,3,"[2016-10-19 07:00:00,2016-10-19 07:20:00)",123.19653380260687
A,3,"[2016-10-19 07:20:00,2016-10-19 07:40:00)",125.94638888162788
A,3,"[2016-10-19 07:40:00,2016-10-19 08:00:00)",136.92437573215352
A,3,"[2016-10-19 15:00:00,2016-10-19 15:20:00)",114.72862284547568
A,3,"[2016-10-19 15:20:00,2016-10-19 15:40:00)",120.73606309220793
A,3,"[2016-10-19 15:40:00,2016-10-19 16:00:00)",120.04223424185349
A,3,"[2016-10-19 16:00:00,2016-10-19 16:20:00)",128.07453015830288
A,3,"[2016-10-19 16:20:00,2016-10-19 16:40:00)",133.02809571336604
A,3,"[2016-10-19 16:40:00,2016-10-19 17:00:00)",122.94675789626037
A,3,"[2016-10-20 06:00:00,2016-10-20 06:20:00)",93.91877735074621
A,3,"[2016-10-20 06:20:00,2016-10-20 06:40:00)",113.72373649043763
A,3,"[2016-10-20 06:40:00,2016-10-20 07:00:00)",118.51232834577843
A,3,"[2016-10-20 07:00:00,2016-10-20 07:20:00)",124.06413687834058
A,3,"[2016-10-20 07:20:00,2016-10-20 07:40:00)",135.8724838095491
A,3,"[2016-10-20 07:40:00,2016-10-20 08:00:00)",159.6447138726854
A,3,"[2016-10-20 15:00:00,2016-10-20 15:20:00)",114.42487494205442
A,3,"[2016-10-20 15:20:00,2016-10-20 15:40:00)",123.45164706493784
A,3,"[2016-10-20 15:40:00,2016-10-20 16:00:00)",114.58195225686819
A,3,"[2016-10-20 16:00:00,2016-10-20 16:20:00)",108.87878232304864
A,3,"[2016-10-20 16:20:00,2016-10-20 16:40:00)",126.94264450210576
A,3,"[2016-10-20 16:40:00,2016-10-20 17:00:00)",124.02189527894846
A,3,"[2016-10-21 06:00:00,2016-10-21 06:20:00)",108.7218806425929
A,3,"[2016-10-21 06:20:00,2016-10-21 06:40:00)",122.67322275397143
A,3,"[2016-10-21 06:40:00,2016-10-21 07:00:00)",113.7095495124845
A,3,"[2016-10-21 07:00:00,2016-10-21 07:20:00)",115.91656278082655
A,3,"[2016-10-21 07:20:00,2016-10-21 07:40:00)",143.26181693015732
A,3,"[2016-10-21 07:40:00,2016-10-21 08:00:00)",141.3695926000141
A,3,"[2016-10-21 15:00:00,2016-10-21 15:20:00)",114.44598625391367
A,3,"[2016-10-21 15:20:00,2016-10-21 15:40:00)",118.33207489341544
A,3,"[2016-10-21 15:40:00,2016-10-21 16:00:00)",107.88405076362919
A,3,"[2016-10-21 16:00:00,2016-10-21 16:20:00)",118.26864573462981
A,3,"[2016-10-21 16:20:00,2016-10-21 16:40:00)",130.77477556782048
A,3,"[2016-10-21 16:40:00,2016-10-21 17:00:00)",122.03953303558215
A,3,"[2016-10-22 06:00:00,2016-10-22 06:20:00)",100.73442902697266
A,3,"[2016-10-22 06:20:00,2016-10-22 06:40:00)",99.72801649949787
A,3,"[2016-10-22 06:40:00,2016-10-22 07:00:00)",108.42980112459298
A,3,"[2016-10-22 07:00:00,2016-10-22 07:20:00)",128.24432001785192
A,3,"[2016-10-22 07:20:00,2016-10-22 07:40:00)",124.5252489638192
A,3,"[2016-10-22 07:40:00,2016-10-22 08:00:00)",154.99471762437625
A,3,"[2016-10-22 15:00:00,2016-10-22 15:20:00)",114.3203859972338
A,3,"[2016-10-22 15:20:00,2016-10-22 15:40:00)",117.1079190123179
A,3,"[2016-10-22 15:40:00,2016-10-22 16:00:00)",112.61167945128663
A,3,"[2016-10-22 16:00:00,2016-10-22 16:20:00)",129.17600626929112
A,3,"[2016-10-22 16:20:00,2016-10-22 16:40:00)",130.06938356177002
A,3,"[2016-10-22 16:40:00,2016-10-22 17:00:00)",122.52448183642643
A,3,"[2016-10-23 06:00:00,2016-10-23 06:20:00)",101.73839561250537
A,3,"[2016-10-23 06:20:00,2016-10-23 06:40:00)",105.02075135389285
A,3,"[2016-10-23 06:40:00,2016-10-23 07:00:00)",108.18611230313361
A,3,"[2016-10-23 07:00:00,2016-10-23 07:20:00)",122.2365195970583
A,3,"[2016-10-23 07:20:00,2016-10-23 07:40:00)",133.944931484785
A,3,"[2016-10-23 07:40:00,2016-10-23 08:00:00)",143.8961125232116
A,3,"[2016-10-23 15:00:00,2016-10-23 15:20:00)",114.29270902621859
A,3,"[2016-10-23 15:20:00,2016-10-23 15:40:00)",121.01145977859443
A,3,"[2016-10-23 15:40:00,2016-10-23 16:00:00)",119.20352332233047
A,3,"[2016-10-23 16:00:00,2016-10-23 16:20:00)",112.39087150707256
A,3,"[2016-10-23 16:20:00,2016-10-23 16:40:00)",131.12600211875164
A,3,"[2016-10-23 16:40:00,2016-10-23 17:00:00)",121.16262765623061
A,3,"[2016-10-24 06:00:00,2016-10-24 06:20:00)",105.2931534071722
A,3,"[2016-10-24 06:20:00,2016-10-24 06:40:00)",124.67755174740859
A,3,"[2016-10-24 06:40:00,2016-10-24 07:00:00)",113.22757808268268
A,3,"[2016-10-24 07:00:00,2016-10-24 07:20:00)",124.07062903778944
A,3,"[2016-10-24 07:20:00,2016-10-24 07:40:00)",143.1184060032835
A,3,"[2016-10-24 07:40:00,2016-10-24 08:00:00)",152.00841573255715
A,3,"[2016-10-24 15:00:00,2016-10-24 15:20:00)",114.23273118166993
A,3,"[2016-10-24 15:20:00,2016-10-24 15:40:00)",117.57778394793627
A,3,"[2016-10-24 15:40:00,2016-10-24 16:00:00)",115.15085604674323
A,3,"[2016-10-24 16:00:00,2016-10-24 16:20:00)",108.43222468457752
A,3,"[2016-10-24 16:20:00,2016-10-24 16:40:00)",131.19686938541733
A,3,"[2016-10-24 16:40:00,2016-10-24 17:00:00)",121.33705004210837
B,1,"[2016-10-18 06:00:00,2016-10-18 06:20:00)",122.05204184381276
B,1,"[2016-10-18 06:20:00,2016-10-18 06:40:00)",126.50378995493588
B,1,"[2016-10-18 06:40:00,2016-10-18 07:00:00)",149.10123730384825
B,1,"[2016-10-18 07:00:00,2016-10-18 07:20:00)",111.71143173130892
B,1,"[2016-10-18 07:20:00,2016-10-18 07:40:00)",128.81020122353937
B,1,"[2016-10-18 07:40:00,2016-10-18 08:00:00)",109.89578189335734
B,1,"[2016-10-18 15:00:00,2016-10-18 15:20:00)",127.72624045257163
B,1,"[2016-10-18 15:20:00,2016-10-18 15:40:00)",116.76541632926396
B,1,"[2016-10-18 15:40:00,2016-10-18 16:00:00)",122.25246883826745
B,1,"[2016-10-18 16:00:00,2016-10-18 16:20:00)",121.58158281811147
B,1,"[2016-10-18 16:20:00,2016-10-18 16:40:00)",116.85824444024664
B,1,"[2016-10-18 16:40:00,2016-10-18 17:00:00)",113.7558289458905
B,1,"[2016-10-19 06:00:00,2016-10-19 06:20:00)",124.21211056800196
B,1,"[2016-10-19 06:20:00,2016-10-19 06:40:00)",129.64597330842656
B,1,"[2016-10-19 06:40:00,2016-10-19 07:00:00)",149.60763168808109
B,1,"[2016-10-19 07:00:00,2016-10-19 07:20:00)",120.11799639181417
B,1,"[2016-10-19 07:20:00,2016-10-19 07:40:00)",121.3522516629095
B,1,"[2016-10-19 07:40:00,2016-10-19 08:00:00)",118.71468496289866
B,1,"[2016-10-19 15:00:00,2016-10-19 15:20:00)",113.48713519944893
B,1,"[2016-10-19 15:20:00,2016-10-19 15:40:00)",125.34672207581313
B,1,"[2016-10-19 15:40:00,2016-10-19 16:00:00)",94.6653215175607
B,1,"[2016-10-19 16:00:00,2016-10-19 16:20:00)",120.94247081633567
B,1,"[2016-10-19 16:20:00,2016-10-19 16:40:00)",125.29467102805013
B,1,"[2016-10-19 16:40:00,2016-10-19 17:00:00)",119.7628944675448
B,1,"[2016-10-20 06:00:00,2016-10-20 06:20:00)",123.67636246630317
B,1,"[2016-10-20 06:20:00,2016-10-20 06:40:00)",126.59475969739941
B,1,"[2016-10-20 06:40:00,2016-10-20 07:00:00)",155.09706821498847
B,1,"[2016-10-20 07:00:00,2016-10-20 07:20:00)",122.24587203762617
B,1,"[2016-10-20 07:20:00,2016-10-20 07:40:00)",126.70077158125245
B,1,"[2016-10-20 07:40:00,2016-10-20 08:00:00)",129.47370206441238
B,1,"[2016-10-20 15:00:00,2016-10-20 15:20:00)",126.02089443051517
B,1,"[2016-10-20 15:20:00,2016-10-20 15:40:00)",119.75822736456173
B,1,"[2016-10-20 15:40:00,2016-10-20 16:00:00)",133.01901025940538
B,1,"[2016-10-20 16:00:00,2016-10-20 16:20:00)",122.73108764317212
B,1,"[2016-10-20 16:20:00,2016-10-20 16:40:00)",123.81157446513924
B,1,"[2016-10-20 16:40:00,2016-10-20 17:00:00)",122.65289831539947
B,1,"[2016-10-21 06:00:00,2016-10-21 06:20:00)",124.10274102299122
B,1,"[2016-10-21 06:20:00,2016-10-21 06:40:00)",127.61351475260386
B,1,"[2016-10-21 06:40:00,2016-10-21 07:00:00)",152.6764871804253
B,1,"[2016-10-21 07:00:00,2016-10-21 07:20:00)",117.57213964082433
B,1,"[2016-10-21 07:20:00,2016-10-21 07:40:00)",125.23609399056369
B,1,"[2016-10-21 07:40:00,2016-10-21 08:00:00)",120.07098931567651
B,1,"[2016-10-21 15:00:00,2016-10-21 15:20:00)",121.78975718315351
B,1,"[2016-10-21 15:20:00,2016-10-21 15:40:00)",124.10396636071737
B,1,"[2016-10-21 15:40:00,2016-10-21 16:00:00)",114.6965244687451
B,1,"[2016-10-21 16:00:00,2016-10-21 16:20:00)",124.39272357269653
B,1,"[2016-10-21 16:20:00,2016-10-21 16:40:00)",116.641961203967
B,1,"[2016-10-21 16:40:00,2016-10-21 17:00:00)",125.76533836300491
B,1,"[2016-10-22 06:00:00,2016-10-22 06:20:00)",124.00286367758375
B,1,"[2016-10-22 06:20:00,2016-10-22 06:40:00)",129.76575266036286
B,1,"[2016-10-22 06:40:00,2016-10-22 07:00:00)",156.00084297172302
B,1,"[2016-10-22 07:00:00,2016-10-22 07:20:00)",112.97687946045835
B,1,"[2016-10-22 07:20:00,2016-10-22 07:40:00)",124.56862429571015
B,1,"[2016-10-22 07:40:00,2016-10-22 08:00:00)",110.38998375981902
B,1,"[2016-10-22 15:00:00,2016-10-22 15:20:00)",115.94310900317274
B,1,"[2016-10-22 15:20:00,2016-10-22 15:40:00)",121.04403557770756
B,1,"[2016-10-22 15:40:00,2016-10-22 16:00:00)",115.81509366291878
B,1,"[2016-10-22 16:00:00,2016-10-22 16:20:00)",125.20266479683923
B,1,"[2016-10-22 16:20:00,2016-10-22 16:40:00)",120.28981705512209
B,1,"[2016-10-22 16:40:00,2016-10-22 17:00:00)",126.41166966652995
B,1,"[2016-10-23 06:00:00,2016-10-23 06:20:00)",124.0547413837237
B,1,"[2016-10-23 06:20:00,2016-10-23 06:40:00)",128.18561267959663
B,1,"[2016-10-23 06:40:00,2016-10-23 07:00:00)",153.02557716507624
B,1,"[2016-10-23 07:00:00,2016-10-23 07:20:00)",114.57862612205574
B,1,"[2016-10-23 07:20:00,2016-10-23 07:40:00)",125.92613600831541
B,1,"[2016-10-23 07:40:00,2016-10-23 08:00:00)",120.57559371178903
B,1,"[2016-10-23 15:00:00,2016-10-23 15:20:00)",126.29750218967874
B,1,"[2016-10-23 15:20:00,2016-10-23 15:40:00)",123.46822425335013
B,1,"[2016-10-23 15:40:00,2016-10-23 16:00:00)",131.18468138865467
B,1,"[2016-10-23 16:00:00,2016-10-23 16:20:00)",125.096528202406
B,1,"[2016-10-23 16:20:00,2016-10-23 16:40:00)",125.61594064134225
B,1,"[2016-10-23 16:40:00,2016-10-23 17:00:00)",126.31169696110958
B,1,"[2016-10-24 06:00:00,2016-10-24 06:20:00)",124.04749820966227
B,1,"[2016-10-24 06:20:00,2016-10-24 06:40:00)",127.08868973152522
B,1,"[2016-10-24 06:40:00,2016-10-24 07:00:00)",155.52446298761416
B,1,"[2016-10-24 07:00:00,2016-10-24 07:20:00)",120.58602251628201
B,1,"[2016-10-24 07:20:00,2016-10-24 07:40:00)",124.91989740811299
B,1,"[2016-10-24 07:40:00,2016-10-24 08:00:00)",129.11395153942522
B,1,"[2016-10-24 15:00:00,2016-10-24 15:20:00)",117.89649371076874
B,1,"[2016-10-24 15:20:00,2016-10-24 15:40:00)",121.77855335553288
B,1,"[2016-10-24 15:40:00,2016-10-24 16:00:00)",109.32850718095573
B,1,"[2016-10-24 16:00:00,2016-10-24 16:20:00)",124.34000528216436
B,1,"[2016-10-24 16:20:00,2016-10-24 16:40:00)",120.59859368340716
B,1,"[2016-10-24 16:40:00,2016-10-24 17:00:00)",125.8804836621841
B,3,"[2016-10-18 06:00:00,2016-10-18 06:20:00)",93.17861455677675
B,3,"[2016-10-18 06:20:00,2016-10-18 06:40:00)",92.87213548621187
B,3,"[2016-10-18 06:40:00,2016-10-18 07:00:00)",109.8015525995418
B,3,"[2016-10-18 07:00:00,2016-10-18 07:20:00)",85.51452371126126
B,3,"[2016-10-18 07:20:00,2016-10-18 07:40:00)",87.16024235742799
B,3,"[2016-10-18 07:40:00,2016-10-18 08:00:00)",108.87250822606667
B,3,"[2016-10-18 15:00:00,2016-10-18 15:20:00)",104.42557399628497
B,3,"[2016-10-18 15:20:00,2016-10-18 15:40:00)",94.18843261428331
B,3,"[2016-10-18 15:40:00,2016-10-18 16:00:00)",112.4159562697444
B,3,"[2016-10-18 16:00:00,2016-10-18 16:20:00)",114.98571099176036
B,3,"[2016-10-18 16:20:00,2016-10-18 16:40:00)",116.88219555763692
B,3,"[2016-10-18 16:40:00,2016-10-18 17:00:00)",123.84005929151004
B,3,"[2016-10-19 06:00:00,2016-10-19 06:20:00)",94.73372809493722
B,3,"[2016-10-19 06:20:00,2016-10-19 06:40:00)",121.80908564264988
B,3,"[2016-10-19 06:40:00,2016-10-19 07:00:00)",109.2997256505771
B,3,"[2016-10-19 07:00:00,2016-10-19 07:20:00)",102.99645607971584
B,3,"[2016-10-19 07:20:00,2016-10-19 07:40:00)",93.75746366894131
B,3,"[2016-10-19 07:40:00,2016-10-19 08:00:00)",111.59552082751023
B,3,"[2016-10-19 15:00:00,2016-10-19 15:20:00)",102.11631890854125
B,3,"[2016-10-19 15:20:00,2016-10-19 15:40:00)",112.6585303777955
B,3,"[2016-10-19 15:40:00,2016-10-19 16:00:00)",112.99210581354812
B,3,"[2016-10-19 16:00:00,2016-10-19 16:20:00)",106.12031046823401
B,3,"[2016-10-19 16:20:00,2016-10-19 16:40:00)",115.31117288089695
B,3,"[2016-10-19 16:40:00,2016-10-19 17:00:00)",122.49030984395395
B,3,"[2016-10-20 06:00:00,2016-10-20 06:20:00)",92.36167255307977
B,3,"[2016-10-20 06:20:00,2016-10-20 06:40:00)",95.47126062538997
B,3,"[2016-10-20 06:40:00,2016-10-20 07:00:00)",108.67341317796813
B,3,"[2016-10-20 07:00:00,2016-10-20 07:20:00)",125.67746405968731
B,3,"[2016-10-20 07:20:00,2016-10-20 07:40:00)",88.48126797898138
B,3,"[2016-10-20 07:40:00,2016-10-20 08:00:00)",112.2769813231084
B,3,"[2016-10-20 15:00:00,2016-10-20 15:20:00)",105.66686080829761
B,3,"[2016-10-20 15:20:00,2016-10-20 15:40:00)",114.45272750179764
B,3,"[2016-10-20 15:40:00,2016-10-20 16:00:00)",111.99038580823799
B,3,"[2016-10-20 16:00:00,2016-10-20 16:20:00)",109.69788797873126
B,3,"[2016-10-20 16:20:00,2016-10-20 16:40:00)",114.12012959896137
B,3,"[2016-10-20 16:40:00,2016-10-20 17:00:00)",119.91273724130554
B,3,"[2016-10-21 06:00:00,2016-10-21 06:20:00)",99.21855936883429
B,3,"[2016-10-21 06:20:00,2016-10-21 06:40:00)",117.6414704157722
B,3,"[2016-10-21 06:40:00,2016-10-21 07:00:00)",108.40358244641374
B,3,"[2016-10-21 07:00:00,2016-10-21 07:20:00)",122.06988014873082
B,3,"[2016-10-21 07:20:00,2016-10-21 07:40:00)",90.29056818974148
B,3,"[2016-10-21 07:40:00,2016-10-21 08:00:00)",112.31609196794932
B,3,"[2016-10-21 15:00:00,2016-10-21 15:20:00)",105.86989409935542
B,3,"[2016-10-21 15:20:00,2016-10-21 15:40:00)",96.92562250426363
B,3,"[2016-10-21 15:40:00,2016-10-21 16:00:00)",112.75048080640042
B,3,"[2016-10-21 16:00:00,2016-10-21 16:20:00)",116.9962116256599
B,3,"[2016-10-21 16:20:00,2016-10-21 16:40:00)",114.92693281139032
B,3,"[2016-10-21 16:40:00,2016-10-21 17:00:00)",123.68928978458955
B,3,"[2016-10-22 06:00:00,2016-10-22 06:20:00)",102.70087181794477
B,3,"[2016-10-22 06:20:00,2016-10-22 06:40:00)",97.80506317541442
B,3,"[2016-10-22 06:40:00,2016-10-22 07:00:00)",108.1539889834771
B,3,"[2016-10-22 07:00:00,2016-10-22 07:20:00)",100.5773232130935
B,3,"[2016-10-22 07:20:00,2016-10-22 07:40:00)",93.26750865880639
B,3,"[2016-10-22 07:40:00,2016-10-22 08:00:00)",112.67044593381537
B,3,"[2016-10-22 15:00:00,2016-10-22 15:20:00)",106.45365302005548
B,3,"[2016-10-22 15:20:00,2016-10-22 15:40:00)",115.56887752859856
B,3,"[2016-10-22 15:40:00,2016-10-22 16:00:00)",112.77532353181795
B,3,"[2016-10-22 16:00:00,2016-10-22 16:20:00)",111.6289567585871
B,3,"[2016-10-22 16:20:00,2016-10-22 16:40:00)",115.32844601345258
B,3,"[2016-10-22 16:40:00,2016-10-22 17:00:00)",122.48166655690781
B,3,"[2016-10-23 06:00:00,2016-10-23 06:20:00)",106.07425994502098
B,3,"[2016-10-23 06:20:00,2016-10-23 06:40:00)",114.67681914546716
B,3,"[2016-10-23 06:40:00,2016-10-23 07:00:00)",107.92326086639873
B,3,"[2016-10-23 07:00:00,2016-10-23 07:20:00)",94.63425072756701
B,3,"[2016-10-23 07:20:00,2016-10-23 07:40:00)",93.21191696308897
B,3,"[2016-10-23 07:40:00,2016-10-23 08:00:00)",112.7849371882667
B,3,"[2016-10-23 15:00:00,2016-10-23 15:20:00)",107.26785739108404
B,3,"[2016-10-23 15:20:00,2016-10-23 15:40:00)",115.97509150859847
B,3,"[2016-10-23 15:40:00,2016-10-23 16:00:00)",112.17276521893595
B,3,"[2016-10-23 16:00:00,2016-10-23 16:20:00)",108.18321916450891
B,3,"[2016-10-23 16:20:00,2016-10-23 16:40:00)",115.45529807685364
B,3,"[2016-10-23 16:40:00,2016-10-23 17:00:00)",121.84255044314271
B,3,"[2016-10-24 06:00:00,2016-10-24 06:20:00)",104.14025860869583
B,3,"[2016-10-24 06:20:00,2016-10-24 06:40:00)",99.71121337313906
B,3,"[2016-10-24 06:40:00,2016-10-24 07:00:00)",107.71093212459324
B,3,"[2016-10-24 07:00:00,2016-10-24 07:20:00)",109.21636368757319
B,3,"[2016-10-24 07:20:00,2016-10-24 07:40:00)",93.51180873907471
B,3,"[2016-10-24 07:40:00,2016-10-24 08:00:00)",112.82537102729381
B,3,"[2016-10-24 15:00:00,2016-10-24 15:20:00)",107.72423559911552
B,3,"[2016-10-24 15:20:00,2016-10-24 15:40:00)",98.69529446711502
B,3,"[2016-10-24 15:40:00,2016-10-24 16:00:00)",112.73498930106271
B,3,"[2016-10-24 16:00:00,2016-10-24 16:20:00)",115.025177029654
B,3,"[2016-10-24 16:20:00,2016-10-24 16:40:00)",115.60057228594107
B,3,"[2016-10-24 16:40:00,2016-10-24 17:00:00)",122.70784213000704
C,1,"[2016-10-18 06:00:00,2016-10-18 06:20:00)",168.04673488620847
C,1,"[2016-10-18 06:20:00,2016-10-18 06:40:00)",150.94436283411048
C,1,"[2016-10-18 06:40:00,2016-10-18 07:00:00)",165.1102275428692
C,1,"[2016-10-18 07:00:00,2016-10-18 07:20:00)",172.65693240043652
