intersection_id,tollgate_id,time_window_start,time_window_end,travel_time,vehicle_id,cost,extracost
A,3,2016-10-18 06:40:00,2016-10-18 07:00:00,549.98,1041325,550.03,-0.049999999999954525
A,2,2016-10-18 06:40:00,2016-10-18 07:00:00,57.41,1038455,57.71000000000001,-0.30000000000001137
A,2,2016-10-18 06:40:00,2016-10-18 07:00:00,121.12,1000149,121.04,0.0799999999999983
C,3,2016-10-18 06:40:00,2016-10-18 07:00:00,104.42,1050160,103.36,1.0600000000000023
A,3,2016-10-18 06:40:00,2016-10-18 07:00:00,169.37,1000657,169.94,-0.5699999999999932
B,1,2016-10-18 06:40:00,2016-10-18 07:00:00,71.78999999999998,1049906,71.48,0.30999999999997385
A,3,2016-10-18 06:40:00,2016-10-18 07:00:00,212.71,1026615,213.31,-0.5999999999999943
B,1,2016-10-18 06:40:00,2016-10-18 07:00:00,144.09,1031323,143.71,0.37999999999999545
A,3,2016-10-18 06:40:00,2016-10-18 07:00:00,172.41,1044659,171.95,0.46000000000000796
B,3,2016-10-18 06:40:00,2016-10-18 07:00:00,94.04,1031056,94.02000000000001,0.01999999999999602
B,1,2016-10-18 06:40:00,2016-10-18 07:00:00,103.45,1013760,102.53,0.9200000000000017
B,1,2016-10-18 06:40:00,2016-10-18 07:00:00,101.49,1000121,99.53,1.9599999999999937
A,2,2016-10-18 06:40:00,2016-10-18 07:00:00,55.73,1017861,55.709999999999994,0.020000000000003126
C,1,2016-10-18 06:40:00,2016-10-18 07:00:00,136.94,1009196,137.05,-0.11000000000001364
A,2,2016-10-18 06:40:00,2016-10-18 07:00:00,97.7,1018815,97.98,-0.28000000000000114
A,2,2016-10-18 06:40:00,2016-10-18 07:00:00,47.07,1011408,46.64,0.4299999999999997
A,3,2016-10-18 06:40:00,2016-10-18 07:00:00,121.7,1041326,122.19,-0.4899999999999949
A,2,2016-10-18 06:40:00,2016-10-18 07:00:00,57.59,1001454,57.379999999999995,0.21000000000000796
A,2,2016-10-18 06:40:00,2016-10-18 07:00:00,39.55,1030609,40.36,-0.8100000000000023
A,3,2016-10-18 06:40:00,2016-10-18 07:00:00,175.91,1005323,175.51999999999998,0.3900000000000148
B,1,2016-10-18 06:40:00,2016-10-18 07:00:00,141.8,1003734,140.98,0.8200000000000216
B,1,2016-10-18 07:00:00,2016-10-18 07:20:00,104.17,1011956,103.59,0.5799999999999983
B,1,2016-10-18 07:00:00,2016-10-18 07:20:00,66.57,1037467,66.82,-0.25
A,2,2016-10-18 07:00:00,2016-10-18 07:20:00,59.25,1019052,59.790000000000006,-0.5400000000000063
C,1,2016-10-18 07:00:00,2016-10-18 07:20:00,189.34,1016914,189.03000000000003,0.30999999999997385
B,3,2016-10-18 07:00:00,2016-10-18 07:20:00,120.6,1002165,119.72,0.8799999999999955
C,1,2016-10-18 07:00:00,2016-10-18 07:20:00,172.62,1036601,171.85999999999999,0.7600000000000193
A,2,2016-10-18 07:00:00,2016-10-18 07:20:00,49.29,1005141,49.84,-0.5500000000000043
C,3,2016-10-18 07:00:00,2016-10-18 07:20:00,188.61,1000221,105.17,83.44000000000001
C,3,2016-10-18 07:00:00,2016-10-18 07:20:00,184.76,1050621,182.41,2.3499999999999943
C,3,2016-10-18 07:00:00,2016-10-18 07:20:00,194.65,1047297,191.41000000000003,3.2399999999999807
A,3,2016-10-18 07:00:00,2016-10-18 07:20:00,120.02,1001399,120.42,-0.4000000000000057
B,1,2016-10-18 07:00:00,2016-10-18 07:20:00,121.22,1000170,119.09,2.1299999999999955
A,3,2016-10-18 07:00:00,2016-10-18 07:20:00,116.48,1036644,115.91,0.5700000000000074
A,3,2016-10-18 07:00:00,2016-10-18 07:20:00,197.91,1032361,197.82,0.09000000000000341
A,3,2016-10-18 07:00:00,2016-10-18 07:20:00,140.18,1002834,140.23,-0.04999999999998295
A,2,2016-10-18 07:00:00,2016-10-18 07:20:00,71.34,1004271,71.26,0.0799999999999983
A,2,2016-10-18 07:00:00,2016-10-18 07:20:00,28.18,1002342,28.74,-0.5599999999999987
A,2,2016-10-18 07:00:00,2016-10-18 07:20:00,36.07,1040166,36.91,-0.8399999999999963
C,3,2016-10-18 07:00:00,2016-10-18 07:20:00,160.23,1002743,158.84999999999997,1.3800000000000239
A,2,2016-10-18 07:00:00,2016-10-18 07:20:00,71.52000000000002,1020389,71.85,-0.3299999999999699
A,3,2016-10-18 07:20:00,2016-10-18 07:40:00,125.99,1018013,126.07,-0.0799999999999983
A,3,2016-10-18 07:20:00,2016-10-18 07:40:00,143.54,1023697,143.7,-0.1599999999999966
A,2,2016-10-18 07:20:00,2016-10-18 07:40:00,33.87,1006337,33.51,0.35999999999999943
B,3,2016-10-18 07:20:00,2016-10-18 07:40:00,76.7,1002935,74.65,2.049999999999997
A,2,2016-10-18 07:20:00,2016-10-18 07:40:00,64.45,1026771,63.57000000000001,0.8799999999999955
B,3,2016-10-18 07:20:00,2016-10-18 07:40:00,73.48,1012147,70.17,3.3100000000000023
A,2,2016-10-18 07:20:00,2016-10-18 07:40:00,39.13,1006355,38.93,0.20000000000000284
A,3,2016-10-18 07:20:00,2016-10-18 07:40:00,56.08,1035901,56.589999999999996,-0.509999999999998
A,2,2016-10-18 07:20:00,2016-10-18 07:40:00,53.32,1030049,53.019999999999996,0.30000000000000426
A,3,2016-10-18 07:20:00,2016-10-18 07:40:00,118.43,1010223,119.03999999999999,-0.6099999999999852
A,2,2016-10-18 07:20:00,2016-10-18 07:40:00,59.83,1037410,59.58,0.25
A,3,2016-10-18 07:20:00,2016-10-18 07:40:00,152.69,1011886,152.6,0.09000000000000341
A,3,2016-10-18 07:20:00,2016-10-18 07:40:00,153.87,1043013,154.25,-0.37999999999999545
C,1,2016-10-18 07:20:00,2016-10-18 07:40:00,136.51,1019090,110.00999999999999,26.5
B,3,2016-10-18 07:20:00,2016-10-18 07:40:00,16.9,1000457,16.71,0.18999999999999773
A,2,2016-10-18 07:20:00,2016-10-18 07:40:00,86.07,1002997,85.6,0.46999999999999886
A,2,2016-10-18 07:20:00,2016-10-18 07:40:00,55.94,1018563,55.42,0.519999999999996
A,2,2016-10-18 07:20:00,2016-10-18 07:40:00,72.71000000000002,1006456,73.03,-0.31999999999997897
B,3,2016-10-18 07:20:00,2016-10-18 07:40:00,65.81,1018862,63.64,2.1700000000000017
B,3,2016-10-18 07:20:00,2016-10-18 07:40:00,67.57,1032412,66.47,1.0999999999999943
B,3,2016-10-18 07:20:00,2016-10-18 07:40:00,106.11,1002952,101.62,4.489999999999995
B,3,2016-10-18 07:20:00,2016-10-18 07:40:00,107.23,1020164,105.11,2.1200000000000045
A,3,2016-10-18 07:20:00,2016-10-18 07:40:00,242.24,1030637,242.99,-0.75
A,3,2016-10-18 07:20:00,2016-10-18 07:40:00,219.23,1019075,219.12,0.10999999999998522
A,2,2016-10-18 07:20:00,2016-10-18 07:40:00,40.17,1003748,39.38,0.7899999999999991
A,2,2016-10-18 07:40:00,2016-10-18 08:00:00,59.15,1013244,59.94,-0.7899999999999991
A,3,2016-10-18 07:40:00,2016-10-18 08:00:00,175.8,1018117,176.0,-0.19999999999998863
B,3,2016-10-18 07:40:00,2016-10-18 08:00:00,58.81,1029710,57.160000000000004,1.6499999999999986
B,3,2016-10-18 07:40:00,2016-10-18 08:00:00,53.05,1035154,50.45,2.5999999999999943
A,3,2016-10-18 07:40:00,2016-10-18 08:00:00,221.99,1014616,221.88,0.11000000000001364
A,2,2016-10-18 07:40:00,2016-10-18 08:00:00,65.17,1020285,64.68,0.4899999999999949
A,2,2016-10-18 07:40:00,2016-10-18 08:00:00,81.75999999999998,1013404,82.05,-0.29000000000002046
B,3,2016-10-18 07:40:00,2016-10-18 08:00:00,97.43,1013469,95.83,1.6000000000000085
B,3,2016-10-18 07:40:00,2016-10-18 08:00:00,149.39,1050533,147.04000000000002,2.349999999999966
A,3,2016-10-18 07:40:00,2016-10-18 08:00:00,201.78,1015850,201.78,0.0
A,3,2016-10-18 07:40:00,2016-10-18 08:00:00,217.81,1025103,217.42,0.3900000000000148
A,3,2016-10-18 07:40:00,2016-10-18 08:00:00,221.5,1005554,222.26,-0.7599999999999909
A,2,2016-10-18 07:40:00,2016-10-18 08:00:00,41.36,1003940,40.9,0.46000000000000085
A,3,2016-10-18 07:40:00,2016-10-18 08:00:00,180.24,1001123,180.16000000000003,0.07999999999998408
B,3,2016-10-18 07:40:00,2016-10-18 08:00:00,42.92,1019430,41.19,1.730000000000004
B,1,2016-10-18 07:40:00,2016-10-18 08:00:00,135.01,1012766,133.57999999999998,1.4300000000000068
B,1,2016-10-18 07:40:00,2016-10-18 08:00:00,133.57999999999998,1014827,133.54,0.03999999999999204
A,3,2016-10-18 07:40:00,2016-10-18 08:00:00,216.92,1025806,217.43,-0.5100000000000193
B,1,2016-10-18 07:40:00,2016-10-18 08:00:00,145.11,1025597,144.52999999999997,0.5800000000000409
C,1,2016-10-18 07:40:00,2016-10-18 08:00:00,452.35,1018008,452.45,-0.0999999999999659
A,3,2016-10-18 07:40:00,2016-10-18 08:00:00,225.64,1014872,225.98000000000002,-0.34000000000003183
B,1,2016-10-18 07:40:00,2016-10-18 08:00:00,104.05,1036680,103.44,0.6099999999999994
C,1,2016-10-18 07:40:00,2016-10-18 08:00:00,169.73,1000069,169.62,0.10999999999998522
A,2,2016-10-18 07:40:00,2016-10-18 08:00:00,61.74,1038429,61.47,0.2700000000000031
B,3,2016-10-18 07:40:00,2016-10-18 08:00:00,132.43,1005985,130.52,1.9099999999999966
A,2,2016-10-18 07:40:00,2016-10-18 08:00:00,59.0,1008131,59.33,-0.3299999999999983
A,2,2016-10-18 07:40:00,2016-10-18 08:00:00,77.00999999999998,1004077,76.17,0.839999999999975
B,3,2016-10-18 07:40:00,2016-10-18 08:00:00,120.18,1005612,119.81,0.37000000000000455
B,3,2016-10-18 07:40:00,2016-10-18 08:00:00,65.03,1009054,63.540000000000006,1.4899999999999949
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,103.36,1019079,103.62,-0.2600000000000051
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,58.47,1022124,58.47,0.0
B,1,2016-10-18 15:00:00,2016-10-18 15:20:00,139.6,1036451,138.62,0.9799999999999898
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,48.81,1016032,48.17,0.6400000000000006
A,3,2016-10-18 15:00:00,2016-10-18 15:20:00,96.07,1019161,96.69999999999999,-0.6299999999999955
C,1,2016-10-18 15:00:00,2016-10-18 15:20:00,197.47,1039219,196.73000000000002,0.7399999999999807
B,3,2016-10-18 15:00:00,2016-10-18 15:20:00,126.72,1020223,125.30000000000001,1.4199999999999875
C,3,2016-10-18 15:00:00,2016-10-18 15:20:00,164.61,1000334,162.65000000000003,1.9599999999999795
B,3,2016-10-18 15:00:00,2016-10-18 15:20:00,151.66,1016044,145.66,6.0
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,57.66,1031645,57.71,-0.05000000000000426
C,1,2016-10-18 15:00:00,2016-10-18 15:20:00,115.49,1042330,115.11,0.37999999999999545
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,203.87,1024210,203.98000000000002,-0.11000000000001364
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,135.41,1016950,135.65,-0.2400000000000091
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,125.24,1050579,124.82,0.4200000000000017
A,3,2016-10-18 15:00:00,2016-10-18 15:20:00,137.1,1041858,136.69,0.4099999999999966
A,3,2016-10-18 15:00:00,2016-10-18 15:20:00,138.26,1008359,138.65,-0.3900000000000148
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,107.96,1021671,108.44999999999999,-0.4899999999999949
B,1,2016-10-18 15:00:00,2016-10-18 15:20:00,104.08,1038427,103.84,0.23999999999999488
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,230.38,1020387,231.25,-0.8700000000000045
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,84.52000000000002,1026455,84.22,0.3000000000000256
B,3,2016-10-18 15:00:00,2016-10-18 15:20:00,99.92,1026632,96.94,2.980000000000004
B,3,2016-10-18 15:00:00,2016-10-18 15:20:00,113.0,1002364,110.67,2.3299999999999983
A,3,2016-10-18 15:00:00,2016-10-18 15:20:00,165.72,1050951,165.87,-0.15000000000000568
B,3,2016-10-18 15:00:00,2016-10-18 15:20:00,160.59,1001534,155.3,5.289999999999992
B,3,2016-10-18 15:00:00,2016-10-18 15:20:00,166.53,1050231,164.03,2.5
B,1,2016-10-18 15:00:00,2016-10-18 15:20:00,184.58,1043624,182.45999999999998,2.120000000000033
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,103.17,1017806,103.28,-0.10999999999999943
A,3,2016-10-18 15:00:00,2016-10-18 15:20:00,101.19,1003420,101.36,-0.1700000000000017
A,3,2016-10-18 15:00:00,2016-10-18 15:20:00,141.77,1043142,141.96,-0.18999999999999773
A,3,2016-10-18 15:00:00,2016-10-18 15:20:00,156.68,1009132,157.0,-0.3199999999999932
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,111.36,1050711,111.83,-0.46999999999999886
C,1,2016-10-18 15:00:00,2016-10-18 15:20:00,193.73,1047287,194.34,-0.6100000000000136
A,3,2016-10-18 15:00:00,2016-10-18 15:20:00,127.61,1030638,128.37,-0.7600000000000051
B,3,2016-10-18 15:00:00,2016-10-18 15:20:00,166.35,1041605,163.85,2.5
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,24.58,1003564,24.23,0.34999999999999787
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,49.04,1025926,48.54,0.5
B,3,2016-10-18 15:00:00,2016-10-18 15:20:00,95.72,1031678,94.63999999999999,1.0800000000000125
A,2,2016-10-18 15:00:00,2016-10-18 15:20:00,55.58,1019940,55.51,0.07000000000000028
A,3,2016-10-18 15:20:00,2016-10-18 15:40:00,140.73,1003876,140.94,-0.21000000000000796
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,61.26000000000001,1024113,60.44,0.8200000000000145
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,95.26,1000805,95.25,0.010000000000005116
A,3,2016-10-18 15:20:00,2016-10-18 15:40:00,141.15,1002620,141.4,-0.25
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,117.81,1029723,117.9,-0.09000000000000341
B,3,2016-10-18 15:20:00,2016-10-18 15:40:00,46.78,1037729,45.870000000000005,0.9099999999999966
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,96.55,1020185,96.47,0.0799999999999983
C,3,2016-10-18 15:20:00,2016-10-18 15:40:00,133.32999999999998,1023452,132.03,1.299999999999983
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,110.16,1038457,110.6,-0.4399999999999977
C,3,2016-10-18 15:20:00,2016-10-18 15:40:00,113.97,1030184,113.11,0.8599999999999994
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,94.94,1000060,94.67,0.269999999999996
A,3,2016-10-18 15:20:00,2016-10-18 15:40:00,85.19,1049015,85.56,-0.37000000000000455
A,3,2016-10-18 15:20:00,2016-10-18 15:40:00,100.08,1022949,100.21000000000001,-0.13000000000000966
A,3,2016-10-18 15:20:00,2016-10-18 15:40:00,110.95,1042376,111.15,-0.20000000000000284
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,52.48,1031677,52.19,0.28999999999999915
C,1,2016-10-18 15:20:00,2016-10-18 15:40:00,225.85,1042655,225.17000000000002,0.6799999999999784
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,111.95,1044268,111.53999999999999,0.4100000000000108
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,101.64,1037368,100.82,0.8200000000000074
A,3,2016-10-18 15:20:00,2016-10-18 15:40:00,148.24,1003419,149.07000000000002,-0.8300000000000125
C,3,2016-10-18 15:20:00,2016-10-18 15:40:00,192.5,1035462,190.79999999999998,1.700000000000017
B,3,2016-10-18 15:20:00,2016-10-18 15:40:00,20.09,1027046,19.58,0.5100000000000016
B,3,2016-10-18 15:20:00,2016-10-18 15:40:00,116.78,1029465,116.89,-0.10999999999999943
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,110.28,1018166,110.83000000000001,-0.5500000000000114
B,1,2016-10-18 15:20:00,2016-10-18 15:40:00,152.35,1004214,151.95999999999995,0.3900000000000432
A,3,2016-10-18 15:20:00,2016-10-18 15:40:00,99.79,1025729,99.9,-0.10999999999999943
A,3,2016-10-18 15:20:00,2016-10-18 15:40:00,146.42000000000004,1001209,145.77999999999997,0.6400000000000716
B,1,2016-10-18 15:20:00,2016-10-18 15:40:00,64.02,1001836,63.84,0.1799999999999926
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,86.1,1047033,86.25999999999999,-0.1599999999999966
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,103.1,1037309,103.6,-0.5
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,103.78,1001067,96.58,7.200000000000003
C,1,2016-10-18 15:20:00,2016-10-18 15:40:00,220.76,1038456,219.59,1.1699999999999875
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,45.71,1046991,45.72,-0.00999999999999801
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,53.76000000000001,1018394,54.11,-0.3499999999999872
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,85.61,1037665,85.49,0.12000000000000455
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,106.01,1006750,106.19999999999999,-0.18999999999998352
C,1,2016-10-18 15:20:00,2016-10-18 15:40:00,209.45,1031572,209.05999999999997,0.3900000000000148
A,2,2016-10-18 15:20:00,2016-10-18 15:40:00,54.09,1003150,53.91,0.18000000000000682
B,3,2016-10-18 15:40:00,2016-10-18 16:00:00,113.56,1011119,111.35,2.210000000000008
A,2,2016-10-18 15:40:00,2016-10-18 16:00:00,19.93,1010492,19.58,0.3500000000000014
A,3,2016-10-18 15:40:00,2016-10-18 16:00:00,165.92000000000004,1031575,166.42000000000002,-0.4999999999999716
C,1,2016-10-18 15:40:00,2016-10-18 16:00:00,191.16,1047873,191.73,-0.5699999999999932
A,3,2016-10-18 15:40:00,2016-10-18 16:00:00,147.65,1018918,147.82,-0.1699999999999875
A,3,2016-10-18 15:40:00,2016-10-18 16:00:00,157.21,1034991,156.94,0.27000000000001023
A,3,2016-10-18 15:40:00,2016-10-18 16:00:00,98.13,1047810,97.53999999999999,0.5900000000000034
B,1,2016-10-18 15:40:00,2016-10-18 16:00:00,86.51,1013877,85.83000000000001,0.6799999999999926
B,3,2016-10-18 15:40:00,2016-10-18 16:00:00,112.9,1029391,111.39,1.5100000000000051
B,3,2016-10-18 15:40:00,2016-10-18 16:00:00,139.82999999999998,1047256,138.01999999999998,1.8100000000000023
B,3,2016-10-18 15:40:00,2016-10-18 16:00:00,165.17000000000004,1011431,164.94,0.2300000000000466
A,3,2016-10-18 15:40:00,2016-10-18 16:00:00,219.8,1000799,219.44,0.36000000000001364
A,2,2016-10-18 15:40:00,2016-10-18 16:00:00,77.36,1045359,77.25999999999999,0.10000000000000853
C,3,2016-10-18 15:40:00,2016-10-18 16:00:00,125.31,1050134,122.15,3.1599999999999966
A,3,2016-10-18 15:40:00,2016-10-18 16:00:00,95.52,1023042,95.61,-0.09000000000000341
A,2,2016-10-18 15:40:00,2016-10-18 16:00:00,106.55,1037826,106.06,0.4899999999999949
A,2,2016-10-18 15:40:00,2016-10-18 16:00:00,129.04,1043355,129.19,-0.15000000000000568
A,2,2016-10-18 15:40:00,2016-10-18 16:00:00,79.61,1036179,79.72,-0.10999999999999943
C,3,2016-10-18 15:40:00,2016-10-18 16:00:00,224.37,1038272,222.87,1.5
A,2,2016-10-18 15:40:00,2016-10-18 16:00:00,101.63,1048019,101.52000000000001,0.10999999999998522
A,2,2016-10-18 15:40:00,2016-10-18 16:00:00,64.71000000000001,1044658,64.05,0.6600000000000108
B,1,2016-10-18 15:40:00,2016-10-18 16:00:00,93.51,1012092,92.58,0.9300000000000068
A,2,2016-10-18 15:40:00,2016-10-18 16:00:00,21.02,1030669,20.12,0.8999999999999986
C,1,2016-10-18 15:40:00,2016-10-18 16:00:00,165.15,1012394,164.96,0.18999999999999773
A,2,2016-10-18 15:40:00,2016-10-18 16:00:00,78.05,1019836,78.67,-0.6200000000000045
A,2,2016-10-18 15:40:00,2016-10-18 16:00:00,70.96000000000002,1019088,70.08,0.8800000000000239
B,3,2016-10-18 16:00:00,2016-10-18 16:20:00,69.96000000000001,1024234,67.69,2.2700000000000102
A,3,2016-10-18 16:00:00,2016-10-18 16:20:00,177.77,1008592,178.05,-0.28000000000000114
B,1,2016-10-18 16:00:00,2016-10-18 16:20:00,109.47,1029986,108.1,1.3700000000000045
A,2,2016-10-18 16:00:00,2016-10-18 16:20:00,18.53,1010498,18.43,0.10000000000000142
C,1,2016-10-18 16:00:00,2016-10-18 16:20:00,156.61,1048071,156.2,0.410000000000025
A,2,2016-10-18 16:00:00,2016-10-18 16:20:00,69.46000000000001,1010413,68.78,0.6800000000000068
A,2,2016-10-18 16:00:00,2016-10-18 16:20:00,42.23,1048123,41.81,0.4199999999999946
B,1,2016-10-18 16:00:00,2016-10-18 16:20:00,64.91,1023915,64.89,0.01999999999999602
C,1,2016-10-18 16:00:00,2016-10-18 16:20:00,190.41,1050135,189.48000000000002,0.9299999999999784
A,2,2016-10-18 16:00:00,2016-10-18 16:20:00,54.5,1020078,54.67,-0.1700000000000017
B,1,2016-10-18 16:00:00,2016-10-18 16:20:00,130.47,1043623,129.84,0.6299999999999955
A,3,2016-10-18 16:00:00,2016-10-18 16:20:00,112.56,1009466,112.00999999999999,0.5500000000000114
A,2,2016-10-18 16:00:00,2016-10-18 16:20:00,50.01000000000001,1021055,49.510000000000005,0.5000000000000071
A,2,2016-10-18 16:00:00,2016-10-18 16:20:00,90.07,1029601,90.63,-0.5600000000000023
A,3,2016-10-18 16:00:00,2016-10-18 16:20:00,100.29,1039244,100.27000000000001,0.01999999999999602
C,3,2016-10-18 16:00:00,2016-10-18 16:20:00,137.18,1029938,136.27,0.9099999999999966
A,3,2016-10-18 16:00:00,2016-10-18 16:20:00,102.7,1025596,103.39999999999999,-0.6999999999999886
A,2,2016-10-18 16:00:00,2016-10-18 16:20:00,37.75,1018114,38.2,-0.45000000000000284
C,3,2016-10-18 16:00:00,2016-10-18 16:20:00,218.44,1024304,214.85999999999999,3.5800000000000125
A,2,2016-10-18 16:00:00,2016-10-18 16:20:00,30.36,1009049,30.459999999999997,-0.09999999999999787
B,3,2016-10-18 16:00:00,2016-10-18 16:20:00,129.04,1002217,125.28,3.759999999999991
A,3,2016-10-18 16:00:00,2016-10-18 16:20:00,86.67,1010086,86.68,-0.010000000000005116
A,2,2016-10-18 16:00:00,2016-10-18 16:20:00,107.14,1003447,107.71,-0.5699999999999932
A,2,2016-10-18 16:00:00,2016-10-18 16:20:00,95.26,1032211,94.76,0.5
A,3,2016-10-18 16:00:00,2016-10-18 16:20:00,119.86,1010560,120.35000000000001,-0.4900000000000091
A,2,2016-10-18 16:00:00,2016-10-18 16:20:00,101.02,1004212,100.47,0.5499999999999972
B,3,2016-10-18 16:00:00,2016-10-18 16:20:00,127.85,1000530,123.43,4.4199999999999875
A,3,2016-10-18 16:00:00,2016-10-18 16:20:00,72.25,1029308,72.73,-0.480000000000004
C,3,2016-10-18 16:00:00,2016-10-18 16:20:00,160.32,1048940,159.25,1.0699999999999932
A,3,2016-10-18 16:00:00,2016-10-18 16:20:00,164.43,1010561,163.67000000000002,0.7599999999999909
C,1,2016-10-18 16:00:00,2016-10-18 16:20:00,129.87,1017860,129.99999999999997,-0.12999999999996703
B,3,2016-10-18 16:00:00,2016-10-18 16:20:00,120.75,1025994,118.46000000000001,2.289999999999992
C,3,2016-10-18 16:20:00,2016-10-18 16:40:00,148.26999999999995,1003080,146.36,1.9099999999999397
A,2,2016-10-18 16:20:00,2016-10-18 16:40:00,110.57,1013755,110.98000000000002,-0.410000000000025
A,2,2016-10-18 16:20:00,2016-10-18 16:40:00,107.03,1011653,107.25999999999999,-0.22999999999998977
A,2,2016-10-18 16:20:00,2016-10-18 16:40:00,26.08,1011955,25.64,0.4399999999999977
A,2,2016-10-18 16:20:00,2016-10-18 16:40:00,106.01,1002114,105.71000000000001,0.29999999999999716
B,3,2016-10-18 16:20:00,2016-10-18 16:40:00,118.11,1042860,117.71000000000001,0.3999999999999915
A,3,2016-10-18 16:20:00,2016-10-18 16:40:00,136.44,1049058,136.83,-0.3900000000000148
