direction,time_window_start,tollgate_id,tsv
0.0,2016-10-14 06:40:00,1.0,40.87303756572837
0.0,2016-10-15 06:40:00,1.0,31.284462013115405
0.0,2016-10-16 06:40:00,1.0,27.340331797243056
0.0,2016-10-17 06:40:00,1.0,28.108010503984843
0.0,2016-09-19 07:00:00,1.0,56.996267003025494
0.0,2016-09-20 07:00:00,1.0,49.79129558590498
0.0,2016-09-21 07:00:00,1.0,49.9514185883989
0.0,2016-09-22 07:00:00,1.0,64.40394330935554
0.0,2016-09-23 07:00:00,1.0,35.200043069627476
0.0,2016-09-24 07:00:00,1.0,57.49953596645959
0.0,2016-09-25 07:00:00,1.0,36.50062639906828
0.0,2016-09-26 07:00:00,1.0,40.99893367660693
0.0,2016-09-27 07:00:00,1.0,49.68182635317064
0.0,2016-09-28 07:00:00,1.0,49.58590492605855
0.0,2016-09-29 07:00:00,1.0,71.60939939840144
0.0,2016-09-30 07:00:00,1.0,34.591786319809124
0.0,2016-10-01 07:00:00,1.0,62.003317907079655
0.0,2016-10-02 07:00:00,1.0,146.07988777115713
0.0,2016-10-03 07:00:00,1.0,59.8183420186471
0.0,2016-10-04 07:00:00,1.0,122.18111187709772
0.0,2016-10-05 07:00:00,1.0,81.08224839203294
0.0,2016-10-06 07:00:00,1.0,73.95296986105306
0.0,2016-10-07 07:00:00,1.0,73.19620153111539
0.0,2016-10-08 07:00:00,1.0,76.30203116561445
0.0,2016-10-09 07:00:00,1.0,38.612726920444345
0.0,2016-10-10 07:00:00,1.0,60.67914408209279
0.0,2016-10-11 07:00:00,1.0,37.04900873329779
0.0,2016-10-12 07:00:00,1.0,44.91297442466253
0.0,2016-10-13 07:00:00,1.0,41.36455446253628
0.0,2016-10-14 07:00:00,1.0,44.65608445715572
0.0,2016-10-15 07:00:00,1.0,38.13059060243832
0.0,2016-10-16 07:00:00,1.0,49.63183620746786
0.0,2016-10-17 07:00:00,1.0,33.087137294334696
0.0,2016-09-19 07:20:00,1.0,61.576111824546345
0.0,2016-09-20 07:20:00,1.0,46.86431579338208
0.0,2016-09-21 07:20:00,1.0,46.55868241697856
0.0,2016-09-22 07:20:00,1.0,69.33526804928788
0.0,2016-09-23 07:20:00,1.0,41.59965061304835
0.0,2016-09-24 07:20:00,1.0,63.67236687844016
0.0,2016-09-25 07:20:00,1.0,38.648729043412594
0.0,2016-09-26 07:20:00,1.0,44.60902768275109
0.0,2016-09-27 07:20:00,1.0,47.699898599834995
0.0,2016-09-28 07:20:00,1.0,51.05493329019028
0.0,2016-09-29 07:20:00,1.0,66.95222489531778
0.0,2016-09-30 07:20:00,1.0,40.919262355331945
0.0,2016-10-01 07:20:00,1.0,55.50486897083909
0.0,2016-10-02 07:20:00,1.0,149.9923547597194
0.0,2016-10-03 07:20:00,1.0,82.38191886899432
0.0,2016-10-04 07:20:00,1.0,128.50263679087521
0.0,2016-10-05 07:20:00,1.0,89.12110013740137
0.0,2016-10-06 07:20:00,1.0,86.27696000212065
0.0,2016-10-07 07:20:00,1.0,94.93292398646707
0.0,2016-10-08 07:20:00,1.0,85.96503437653374
0.0,2016-10-09 07:20:00,1.0,53.09001237803139
0.0,2016-10-10 07:20:00,1.0,55.69504167771503
0.0,2016-10-11 07:20:00,1.0,43.76197373166608
0.0,2016-10-12 07:20:00,1.0,48.530296773273115
0.0,2016-10-13 07:20:00,1.0,42.82230977158497
0.0,2016-10-14 07:20:00,1.0,53.285991857064964
0.0,2016-10-15 07:20:00,1.0,38.41044809641477
0.0,2016-10-16 07:20:00,1.0,61.18367502978692
0.0,2016-10-17 07:20:00,1.0,35.62957918397769
0.0,2016-09-20 07:40:00,1.0,0.0292421990096976
0.0,2016-09-21 07:40:00,1.0,3.1451788057123267
0.0,2016-09-22 07:40:00,1.0,-18.167891077526352
0.0,2016-09-23 07:40:00,1.0,-2.222092266058727
0.0,2016-09-24 07:40:00,1.0,24.66311335304202
0.0,2016-09-25 07:40:00,1.0,-13.798932709658198
0.0,2016-09-26 07:40:00,1.0,17.380513985583633
0.0,2016-09-27 07:40:00,1.0,-9.727366266052194
0.0,2016-09-28 07:40:00,1.0,4.919377806661429
0.0,2016-09-29 07:40:00,1.0,-19.73932596848197
0.0,2016-09-30 07:40:00,1.0,-1.896386877864224
0.0,2016-10-01 07:40:00,1.0,27.82234326171192
0.0,2016-10-02 07:40:00,1.0,-84.21663163070387
0.0,2016-10-03 07:40:00,1.0,-48.0241173320652
0.0,2016-10-04 07:40:00,1.0,22.355570601372264
0.0,2016-10-05 07:40:00,1.0,-32.29038181240496
0.0,2016-10-06 07:40:00,1.0,0.7454386100289314
0.0,2016-10-07 07:40:00,1.0,-22.137067916025163
0.0,2016-10-08 07:40:00,1.0,5.823552640955214
0.0,2016-10-09 07:40:00,1.0,27.454251687904648
0.0,2016-10-10 07:40:00,1.0,21.076526289336005
0.0,2016-10-11 07:40:00,1.0,0.9103760697877892
0.0,2016-10-12 07:40:00,1.0,9.091269362520324
0.0,2016-10-13 07:40:00,1.0,2.2882654676290564
0.0,2016-10-14 07:40:00,1.0,12.440052224532149
0.0,2016-10-15 07:40:00,1.0,6.232038502806443
0.0,2016-10-16 07:40:00,1.0,13.632387630810376
0.0,2016-10-17 07:40:00,1.0,-6.1743483802879675
0.0,2016-09-20 15:00:00,1.0,-0.15551148455074326
0.0,2016-09-21 15:00:00,1.0,-0.4122703023415859
0.0,2016-09-22 15:00:00,1.0,-2.923120330560032
0.0,2016-09-23 15:00:00,1.0,3.639926037297413
0.0,2016-09-24 15:00:00,1.0,-1.2649811559556898
0.0,2016-09-25 15:00:00,1.0,-2.1269607204155534
0.0,2016-09-26 15:00:00,1.0,5.16869683329125
0.0,2016-09-27 15:00:00,1.0,-9.936000236784233
0.0,2016-09-28 15:00:00,1.0,11.920593569732688
0.0,2016-09-29 15:00:00,1.0,-3.7845649150665612
0.0,2016-09-30 15:00:00,1.0,-12.532368572998353
0.0,2016-10-01 15:00:00,1.0,17.81617592966173
0.0,2016-10-02 15:00:00,1.0,-6.736262230489863
0.0,2016-10-03 15:00:00,1.0,-21.25342779770118
0.0,2016-10-04 15:00:00,1.0,18.30965680885239
0.0,2016-10-05 15:00:00,1.0,-4.395421003281008
0.0,2016-10-06 15:00:00,1.0,-9.223868969428016
0.0,2016-10-07 15:00:00,1.0,10.285238115561924
0.0,2016-10-08 15:00:00,1.0,-15.844653851266427
0.0,2016-10-09 15:00:00,1.0,10.90862044378428
0.0,2016-10-10 15:00:00,1.0,12.059494377528312
0.0,2016-10-11 15:00:00,1.0,-5.8808431066788565
0.0,2016-10-12 15:00:00,1.0,-3.4646526004829896
0.0,2016-10-13 15:00:00,1.0,10.927368361109245
0.0,2016-10-14 15:00:00,1.0,-13.421159722548873
0.0,2016-10-15 15:00:00,1.0,12.154358247709787
0.0,2016-10-16 15:00:00,1.0,-12.39409847595531
0.0,2016-10-17 15:00:00,1.0,6.1957416143990685
0.0,2016-09-20 15:20:00,1.0,1.4056016577770531
0.0,2016-09-21 15:20:00,1.0,-2.405955709335405
0.0,2016-09-22 15:20:00,1.0,22.25392100573754
0.0,2016-09-23 15:20:00,1.0,5.150174829204875
0.0,2016-09-24 15:20:00,1.0,-6.1249081818027244
0.0,2016-09-25 15:20:00,1.0,17.05533562919895
0.0,2016-09-26 15:20:00,1.0,14.649762197432182
0.0,2016-09-27 15:20:00,1.0,0.6109728429076622
0.0,2016-09-28 15:20:00,1.0,9.70526866874068
0.0,2016-09-29 15:20:00,1.0,-951.1204076124876
0.0,2016-09-30 15:20:00,1.0,41.603439263525026
0.0,2016-10-01 15:20:00,1.0,-1.2647287528748024
0.0,2016-10-02 15:20:00,1.0,36.21431003208953
0.0,2016-10-03 15:20:00,1.0,114.73272476502692
0.0,2016-10-04 15:20:00,1.0,-4.2929729333145445
0.0,2016-10-05 15:20:00,1.0,-15.12610275332937
0.0,2016-10-06 15:20:00,1.0,11.458733487789877
0.0,2016-10-07 15:20:00,1.0,47.67029986247665
0.0,2016-10-08 15:20:00,1.0,9.940983580077813
0.0,2016-10-09 15:20:00,1.0,38.836263197616304
0.0,2016-10-10 15:20:00,1.0,12.192371362099273
0.0,2016-10-11 15:20:00,1.0,0.2567707448346219
0.0,2016-10-12 15:20:00,1.0,-6.991249421749375
0.0,2016-10-13 15:20:00,1.0,-4.1709279027713695
0.0,2016-10-14 15:20:00,1.0,34.419434766023656
0.0,2016-10-15 15:20:00,1.0,-21.315818048871954
0.0,2016-10-16 15:20:00,1.0,2.7649696678699573
0.0,2016-10-17 15:20:00,1.0,9.943421691010718
0.0,2016-09-20 15:40:00,1.0,0.025999065147448874
0.0,2016-09-21 15:40:00,1.0,-3.464481588495591
0.0,2016-09-22 15:40:00,1.0,2.2438960687053946
0.0,2016-09-23 15:40:00,1.0,-4.660043198354359
0.0,2016-09-24 15:40:00,1.0,0.6840153669470084
0.0,2016-09-25 15:40:00,1.0,-3.4624529881646176
0.0,2016-09-26 15:40:00,1.0,-0.8315541759237277
0.0,2016-09-27 15:40:00,1.0,4.114245782494101
0.0,2016-09-28 15:40:00,1.0,-2.818082633429377
0.0,2016-09-29 15:40:00,1.0,-1.1621738416600564
0.0,2016-09-30 15:40:00,1.0,0.015066137175210768
0.0,2016-10-01 15:40:00,1.0,-14.501065163290374
0.0,2016-10-02 15:40:00,1.0,-5.217790733507823
0.0,2016-10-03 15:40:00,1.0,-25.251723099442202
0.0,2016-10-04 15:40:00,1.0,-8.295293316754767
0.0,2016-10-05 15:40:00,1.0,-15.501595211588395
0.0,2016-10-06 15:40:00,1.0,-22.08008601366919
0.0,2016-10-07 15:40:00,1.0,-5.91432299721197
0.0,2016-10-08 15:40:00,1.0,-25.56866277698947
0.0,2016-10-09 15:40:00,1.0,13.343006618453016
0.0,2016-10-10 15:40:00,1.0,-1.5519172282858538
0.0,2016-10-11 15:40:00,1.0,14.721741264799109
0.0,2016-10-12 15:40:00,1.0,1.163103305674131
0.0,2016-10-13 15:40:00,1.0,6.587479694869258
0.0,2016-10-14 15:40:00,1.0,13.695694326689255
0.0,2016-10-15 15:40:00,1.0,-7.774491258370093
0.0,2016-10-16 15:40:00,1.0,17.99485277612053
0.0,2016-10-17 15:40:00,1.0,-11.596239469702669
0.0,2016-09-20 16:00:00,1.0,0.7027552299168178
0.0,2016-09-21 16:00:00,1.0,1.0839522731376334
0.0,2016-09-22 16:00:00,1.0,-0.2544937543852601
0.0,2016-09-23 16:00:00,1.0,0.9115839159787598
0.0,2016-09-24 16:00:00,1.0,1.3800384622249662
0.0,2016-09-25 16:00:00,1.0,-4.880454707224144
0.0,2016-09-26 16:00:00,1.0,-2.6199867743725846
0.0,2016-09-27 16:00:00,1.0,-1.7144990724641946
0.0,2016-09-28 16:00:00,1.0,3.693468849391259
0.0,2016-09-29 16:00:00,1.0,6.5189109350211965
0.0,2016-09-30 16:00:00,1.0,-17.41054136764727
0.0,2016-10-01 16:00:00,1.0,10.35153618234486
0.0,2016-10-02 16:00:00,1.0,5.116249546492425
0.0,2016-10-03 16:00:00,1.0,-47.3684838337933
0.0,2016-10-04 16:00:00,1.0,15.076295873658607
0.0,2016-10-05 16:00:00,1.0,-7.0770278235874216
0.0,2016-10-06 16:00:00,1.0,-27.92238235776475
0.0,2016-10-07 16:00:00,1.0,-8.21628511534616
0.0,2016-10-08 16:00:00,1.0,-29.31280620790373
0.0,2016-10-09 16:00:00,1.0,-4.884524369671862
0.0,2016-10-10 16:00:00,1.0,7.15904694060877
0.0,2016-10-11 16:00:00,1.0,23.31081883603962
0.0,2016-10-12 16:00:00,1.0,-6.25509962391383
0.0,2016-10-13 16:00:00,1.0,15.10524259615068
0.0,2016-10-14 16:00:00,1.0,9.537608073428089
0.0,2016-10-15 16:00:00,1.0,2.958422542261696
0.0,2016-10-16 16:00:00,1.0,12.48751299544294
0.0,2016-10-17 16:00:00,1.0,-1.0290980645642451
0.0,2016-09-20 16:20:00,1.0,0.3588076311407509
0.0,2016-09-21 16:20:00,1.0,1.3027508518677031
0.0,2016-09-22 16:20:00,1.0,-3.636356312832888
0.0,2016-09-23 16:20:00,1.0,4.882953854499939
0.0,2016-09-24 16:20:00,1.0,-0.17420620902115758
0.0,2016-09-25 16:20:00,1.0,-10.328191463198797
0.0,2016-09-26 16:20:00,1.0,9.506585182006948
0.0,2016-09-27 16:20:00,1.0,-10.73379298340755
0.0,2016-09-28 16:20:00,1.0,10.1511696199602
0.0,2016-09-29 16:20:00,1.0,-0.8642251316565535
0.0,2016-09-30 16:20:00,1.0,-15.418775330705898
0.0,2016-10-01 16:20:00,1.0,30.51751084833032
0.0,2016-10-02 16:20:00,1.0,-33.32906614353186
0.0,2016-10-03 16:20:00,1.0,-9.871652148682198
0.0,2016-10-04 16:20:00,1.0,-18.03195042944772
0.0,2016-10-05 16:20:00,1.0,15.371306229480414
0.0,2016-10-06 16:20:00,1.0,-46.65718261900302
0.0,2016-10-07 16:20:00,1.0,-1.3347905370581261
0.0,2016-10-08 16:20:00,1.0,-36.72540161476455
0.0,2016-10-09 16:20:00,1.0,1.0395712346626054
0.0,2016-10-10 16:20:00,1.0,15.302457265415535
0.0,2016-10-11 16:20:00,1.0,2.4864380912711
0.0,2016-10-12 16:20:00,1.0,13.053323145708413
0.0,2016-10-13 16:20:00,1.0,1.9847064327888573
0.0,2016-10-14 16:20:00,1.0,14.68498519587167
0.0,2016-10-15 16:20:00,1.0,3.381556656405872
0.0,2016-10-16 16:20:00,1.0,2.828477408674125
0.0,2016-10-17 16:20:00,1.0,5.364895583095201
0.0,2016-09-20 16:40:00,1.0,0.060432172305518776
0.0,2016-09-21 16:40:00,1.0,0.6610279411427801
0.0,2016-09-22 16:40:00,1.0,1.6282064589406617
0.0,2016-09-23 16:40:00,1.0,0.8883376361420656
0.0,2016-09-24 16:40:00,1.0,1.949045929994765
0.0,2016-09-25 16:40:00,1.0,-0.3543503819031137
0.0,2016-09-26 16:40:00,1.0,-1.7202093052541867
0.0,2016-09-27 16:40:00,1.0,-3.393769099004878
0.0,2016-09-28 16:40:00,1.0,7.06945783075173
0.0,2016-09-29 16:40:00,1.0,-4.955074935798473
0.0,2016-09-30 16:40:00,1.0,7.085711078137307
0.0,2016-10-01 16:40:00,1.0,-12.391777437487988
0.0,2016-10-02 16:40:00,1.0,-18.215797342951923
0.0,2016-10-03 16:40:00,1.0,-15.833978418912457
0.0,2016-10-04 16:40:00,1.0,-0.948024614373466
0.0,2016-10-05 16:40:00,1.0,-21.699756685821587
0.0,2016-10-06 16:40:00,1.0,-34.81670447824799
0.0,2016-10-07 16:40:00,1.0,-5.601925870034106
0.0,2016-10-08 16:40:00,1.0,-22.972585614067807
0.0,2016-10-09 16:40:00,1.0,4.626903293139852
0.0,2016-10-10 16:40:00,1.0,24.091819850075353
0.0,2016-10-11 16:40:00,1.0,-4.682547430183625
0.0,2016-10-12 16:40:00,1.0,24.405372731399808
0.0,2016-10-13 16:40:00,1.0,-10.11285606803218
0.0,2016-10-14 16:40:00,1.0,21.69853479759068
0.0,2016-10-15 16:40:00,1.0,-10.969949943054896
0.0,2016-10-16 16:40:00,1.0,16.4618950210641
0.0,2016-10-17 16:40:00,1.0,-10.695728341915519
1.0,2016-09-20 06:00:00,1.0,0.06529441208082963
1.0,2016-09-21 06:00:00,1.0,-3.670353832951113
1.0,2016-09-22 06:00:00,1.0,4.995947992930514
1.0,2016-09-23 06:00:00,1.0,-1.3361604325574383
1.0,2016-09-24 06:00:00,1.0,6.600327526544562
1.0,2016-09-25 06:00:00,1.0,-5.628801501076957
1.0,2016-09-26 06:00:00,1.0,-1.782463404503952
1.0,2016-09-27 06:00:00,1.0,9.9549763721594
1.0,2016-09-28 06:00:00,1.0,-9.521037562632603
1.0,2016-09-29 06:00:00,1.0,1.4265446349750128
1.0,2016-09-30 06:00:00,1.0,8.12085389723813
1.0,2016-10-01 06:00:00,1.0,-9.895502257795094
1.0,2016-10-02 06:00:00,1.0,17.330181458714552
1.0,2016-10-03 06:00:00,1.0,1.2203578938754651
1.0,2016-10-04 06:00:00,1.0,-6.590607506072753
1.0,2016-10-05 06:00:00,1.0,13.514861435301864
1.0,2016-10-06 06:00:00,1.0,4.305840032653683
1.0,2016-10-07 06:00:00,1.0,-8.796028934071487
1.0,2016-10-08 06:00:00,1.0,9.359213863082267
1.0,2016-10-09 06:00:00,1.0,1.7322492214340002
1.0,2016-10-10 06:00:00,1.0,-6.331973443210454
1.0,2016-10-11 06:00:00,1.0,2.4384145630129828
1.0,2016-10-12 06:00:00,1.0,2.350219058485372
1.0,2016-10-13 06:00:00,1.0,-4.753114640327856
1.0,2016-10-14 06:00:00,1.0,-1.9885868357905387
1.0,2016-10-15 06:00:00,1.0,5.65718767789805
1.0,2016-10-16 06:00:00,1.0,-7.3183110434994525
1.0,2016-10-17 06:00:00,1.0,0.14651019336390725
1.0,2016-09-20 06:20:00,1.0,0.06139511346802329
1.0,2016-09-21 06:20:00,1.0,-0.91008709027051
1.0,2016-09-22 06:20:00,1.0,4.613504073537942
1.0,2016-09-23 06:20:00,1.0,-5.096890698263378
1.0,2016-09-24 06:20:00,1.0,-0.8898325084687729
1.0,2016-09-25 06:20:00,1.0,0.3006524131872261
1.0,2016-09-26 06:20:00,1.0,7.825743197937201
1.0,2016-09-27 06:20:00,1.0,-5.002694796787313
1.0,2016-09-28 06:20:00,1.0,-3.300356169700879
1.0,2016-09-29 06:20:00,1.0,-3.0908495431065615
1.0,2016-09-30 06:20:00,1.0,17.38346980270922
1.0,2016-10-01 06:20:00,1.0,-3.77177042960966
1.0,2016-10-02 06:20:00,1.0,11.801864345679332
1.0,2016-10-03 06:20:00,1.0,-14.082269883844097
1.0,2016-10-04 06:20:00,1.0,11.561354601161106
1.0,2016-10-05 06:20:00,1.0,-2.408668394021472
1.0,2016-10-06 06:20:00,1.0,-0.5093379561324554
1.0,2016-10-07 06:20:00,1.0,-2.446838340034713
1.0,2016-10-08 06:20:00,1.0,0.5300157138968604
1.0,2016-10-09 06:20:00,1.0,-3.2879321124999685
1.0,2016-10-10 06:20:00,1.0,-1.121436528523681
1.0,2016-10-11 06:20:00,1.0,-12.118898128986945
1.0,2016-10-12 06:20:00,1.0,7.821172419574591
1.0,2016-10-13 06:20:00,1.0,5.089115471472463
1.0,2016-10-14 06:20:00,1.0,1.952122618257145
1.0,2016-10-15 06:20:00,1.0,-7.268421791097584
1.0,2016-10-16 06:20:00,1.0,-0.04575055843028508
1.0,2016-10-17 06:20:00,1.0,10.79571499658628
1.0,2016-09-20 06:40:00,1.0,-0.06346263625860038
1.0,2016-09-21 06:40:00,1.0,0.9559873532831916
1.0,2016-09-22 06:40:00,1.0,-0.3852039033082608
1.0,2016-09-23 06:40:00,1.0,3.8767025009871694
1.0,2016-09-24 06:40:00,1.0,0.1616648347981136
1.0,2016-09-25 06:40:00,1.0,-1.091504901174748
1.0,2016-09-26 06:40:00,1.0,1.05674117311821
1.0,2016-09-27 06:40:00,1.0,-0.6408195017338354
1.0,2016-09-28 06:40:00,1.0,-4.989513395295703
1.0,2016-09-29 06:40:00,1.0,11.891398866616607
1.0,2016-09-30 06:40:00,1.0,5.535452523210123
1.0,2016-10-01 06:40:00,1.0,-5.466477145622847
1.0,2016-10-02 06:40:00,1.0,20.6980925011592
1.0,2016-10-03 06:40:00,1.0,2.7084741468966373
1.0,2016-10-04 06:40:00,1.0,-4.327645347011879
1.0,2016-10-05 06:40:00,1.0,-1.0245750750954872
1.0,2016-10-06 06:40:00,1.0,11.241177757474759
1.0,2016-10-07 06:40:00,1.0,11.541692757191234
1.0,2016-10-08 06:40:00,1.0,7.838919587010577
1.0,2016-10-09 06:40:00,1.0,-18.37381163643117
1.0,2016-10-10 06:40:00,1.0,-3.660257381051801
1.0,2016-10-11 06:40:00,1.0,4.080123434468393
1.0,2016-10-12 06:40:00,1.0,9.896571441562504
1.0,2016-10-13 06:40:00,1.0,-2.729167065575268
1.0,2016-10-14 06:40:00,1.0,-13.988790368426642
1.0,2016-10-15 06:40:00,1.0,-0.5888493931673744
1.0,2016-10-16 06:40:00,1.0,1.8402070830509136
1.0,2016-10-17 06:40:00,1.0,2.5230628604590706
1.0,2016-09-20 07:00:00,1.0,0.3309866978314595
1.0,2016-09-21 07:00:00,1.0,-4.2832273808128605
1.0,2016-09-22 07:00:00,1.0,1.475524115617587
1.0,2016-09-23 07:00:00,1.0,2.1957908408586384
1.0,2016-09-24 07:00:00,1.0,-0.12175311941936152
1.0,2016-09-25 07:00:00,1.0,4.479698316457789
1.0,2016-09-26 07:00:00,1.0,5.272412826682242
1.0,2016-09-27 07:00:00,1.0,-8.279710869585537
1.0,2016-09-28 07:00:00,1.0,-1.0195576368962094
1.0,2016-09-29 07:00:00,1.0,-0.8818567428012614
1.0,2016-09-30 07:00:00,1.0,12.143872549704126
1.0,2016-10-01 07:00:00,1.0,-0.1274719776783968
1.0,2016-10-02 07:00:00,1.0,13.186341444810465
1.0,2016-10-03 07:00:00,1.0,0.8341414580288558
1.0,2016-10-04 07:00:00,1.0,-12.197056194959698
1.0,2016-10-05 07:00:00,1.0,-16.00052689414886
1.0,2016-10-06 07:00:00,1.0,-11.842665368004527
1.0,2016-10-07 07:00:00,1.0,5.087256201341631
1.0,2016-10-08 07:00:00,1.0,7.682175273569037
1.0,2016-10-09 07:00:00,1.0,-3.0457100831191557
1.0,2016-10-10 07:00:00,1.0,3.0380849150744926
1.0,2016-10-11 07:00:00,1.0,8.186941812614702
1.0,2016-10-12 07:00:00,1.0,6.2541344148360265
1.0,2016-10-13 07:00:00,1.0,1.3592285629897614
1.0,2016-10-14 07:00:00,1.0,-3.182121200930002
1.0,2016-10-15 07:00:00,1.0,0.921091379692058
1.0,2016-10-16 07:00:00,1.0,7.728689403444129
1.0,2016-10-17 07:00:00,1.0,7.771138006977588
1.0,2016-09-20 07:20:00,1.0,0.3477290867684317
1.0,2016-09-21 07:20:00,1.0,-13.241105342167337
1.0,2016-09-22 07:20:00,1.0,6.805127726179639
1.0,2016-09-23 07:20:00,1.0,6.712257042865798
1.0,2016-09-24 07:20:00,1.0,2.3132116536528464
1.0,2016-09-25 07:20:00,1.0,9.833395265603514
1.0,2016-09-26 07:20:00,1.0,-2.439090886070815
1.0,2016-09-27 07:20:00,1.0,-24.1344386780399
1.0,2016-09-28 07:20:00,1.0,-2.3561471353686803
1.0,2016-09-29 07:20:00,1.0,20.90148418814396
1.0,2016-09-30 07:20:00,1.0,20.950731682572282
1.0,2016-10-01 07:20:00,1.0,-16.724388564482524
1.0,2016-10-02 07:20:00,1.0,25.25433107671525
1.0,2016-10-03 07:20:00,1.0,-3.012313281039549
1.0,2016-10-04 07:20:00,1.0,-20.065089382666066
1.0,2016-10-05 07:20:00,1.0,-26.39865617599395
1.0,2016-10-06 07:20:00,1.0,-11.39358192363175
1.0,2016-10-07 07:20:00,1.0,6.6983318071425435
1.0,2016-10-08 07:20:00,1.0,21.29721034288231
