direction,time_window_end,time_window_start,tollgate_id,volume,minutes_since_0,minutes_diff_13,before_holiday,after_holiday,start_holiday,end_holiday,holiday_len,is_am,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
0,2016-09-19 02:00:00,2016-09-19 01:40:00,3,11.0,100,760,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 02:00:00,2016-09-19 01:40:00,1,7.0,100,760,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 02:00:00,2016-09-19 01:40:00,1,10.0,100,760,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 02:00:00,2016-09-19 01:40:00,2,2.0,100,760,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 02:20:00,2016-09-19 02:00:00,3,5.0,120,660,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 02:20:00,2016-09-19 02:00:00,3,11.0,120,660,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 02:20:00,2016-09-19 02:00:00,1,7.0,120,660,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 02:20:00,2016-09-19 02:00:00,1,7.0,120,660,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 02:40:00,2016-09-19 02:20:00,3,4.0,140,680,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 02:40:00,2016-09-19 02:20:00,3,14.0,140,680,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 02:40:00,2016-09-19 02:20:00,1,7.0,140,680,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 02:40:00,2016-09-19 02:20:00,1,10.0,140,680,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 03:00:00,2016-09-19 02:40:00,3,18.0,160,700,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 03:00:00,2016-09-19 02:40:00,1,10.0,160,700,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 03:00:00,2016-09-19 02:40:00,1,6.0,160,700,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 03:20:00,2016-09-19 03:00:00,3,5.0,180,600,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 03:20:00,2016-09-19 03:00:00,3,10.0,180,600,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 03:20:00,2016-09-19 03:00:00,1,10.0,180,600,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 03:20:00,2016-09-19 03:00:00,1,9.0,180,600,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 03:40:00,2016-09-19 03:20:00,3,3.0,200,620,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 03:40:00,2016-09-19 03:20:00,3,10.0,200,620,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 03:40:00,2016-09-19 03:20:00,1,14.0,200,620,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 03:40:00,2016-09-19 03:20:00,1,4.0,200,620,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 04:00:00,2016-09-19 03:40:00,3,10.0,220,640,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 04:00:00,2016-09-19 03:40:00,3,9.0,220,640,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 04:00:00,2016-09-19 03:40:00,1,20.0,220,640,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
0,2016-09-19 04:00:00,2016-09-19 03:40:00,1,9.0,220,640,False,True,False,False,0,False,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0
1,2016-09-19 04:20:00,2016-09-19 04:00:00,3,4.0,240,540,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 04:20:00,2016-09-19 04:00:00,3,11.0,240,540,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 04:20:00,2016-09-19 04:00:00,1,18.0,240,540,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 04:20:00,2016-09-19 04:00:00,1,10.0,240,540,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 04:40:00,2016-09-19 04:20:00,3,7.0,260,560,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 04:40:00,2016-09-19 04:20:00,3,8.0,260,560,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 04:40:00,2016-09-19 04:20:00,1,17.0,260,560,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 04:40:00,2016-09-19 04:20:00,1,13.0,260,560,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 05:00:00,2016-09-19 04:40:00,3,3.0,280,580,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 05:00:00,2016-09-19 04:40:00,3,10.0,280,580,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 05:00:00,2016-09-19 04:40:00,1,23.0,280,580,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 05:00:00,2016-09-19 04:40:00,1,12.0,280,580,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 05:20:00,2016-09-19 05:00:00,3,11.0,300,480,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 05:20:00,2016-09-19 05:00:00,3,9.0,300,480,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 05:20:00,2016-09-19 05:00:00,1,28.0,300,480,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 05:20:00,2016-09-19 05:00:00,1,2.0,300,480,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 05:20:00,2016-09-19 05:00:00,2,14.0,300,480,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 05:40:00,2016-09-19 05:20:00,3,7.0,320,500,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 05:40:00,2016-09-19 05:20:00,3,14.0,320,500,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 05:40:00,2016-09-19 05:20:00,1,24.0,320,500,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 05:40:00,2016-09-19 05:20:00,1,8.0,320,500,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 05:40:00,2016-09-19 05:20:00,2,12.0,320,500,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 06:00:00,2016-09-19 05:40:00,3,13.0,340,520,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:00:00,2016-09-19 05:40:00,3,27.0,340,520,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 06:00:00,2016-09-19 05:40:00,1,34.0,340,520,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:00:00,2016-09-19 05:40:00,1,13.0,340,520,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:00:00,2016-09-19 05:40:00,2,21.0,340,520,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 06:20:00,2016-09-19 06:00:00,3,30.0,360,420,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:20:00,2016-09-19 06:00:00,3,39.0,360,420,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 06:20:00,2016-09-19 06:00:00,1,39.0,360,420,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:20:00,2016-09-19 06:00:00,1,8.0,360,420,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:20:00,2016-09-19 06:00:00,2,30.0,360,420,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 06:40:00,2016-09-19 06:20:00,3,38.0,380,440,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:40:00,2016-09-19 06:20:00,3,58.0,380,440,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 06:40:00,2016-09-19 06:20:00,1,57.0,380,440,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:40:00,2016-09-19 06:20:00,1,13.0,380,440,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 06:40:00,2016-09-19 06:20:00,2,36.0,380,440,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 07:00:00,2016-09-19 06:40:00,3,65.0,400,460,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 07:00:00,2016-09-19 06:40:00,3,71.0,400,460,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 07:00:00,2016-09-19 06:40:00,1,72.0,400,460,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 07:00:00,2016-09-19 06:40:00,1,32.0,400,460,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
0,2016-09-19 07:00:00,2016-09-19 06:40:00,2,37.0,400,460,False,True,False,False,0,False,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0
1,2016-09-19 07:20:00,2016-09-19 07:00:00,3,67.0,420,360,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 07:20:00,2016-09-19 07:00:00,3,127.0,420,360,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 07:20:00,2016-09-19 07:00:00,1,70.0,420,360,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 07:20:00,2016-09-19 07:00:00,1,39.0,420,360,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 07:20:00,2016-09-19 07:00:00,2,84.0,420,360,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 07:40:00,2016-09-19 07:20:00,3,71.0,440,380,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 07:40:00,2016-09-19 07:20:00,3,123.0,440,380,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 07:40:00,2016-09-19 07:20:00,1,83.0,440,380,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 07:40:00,2016-09-19 07:20:00,1,31.0,440,380,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 07:40:00,2016-09-19 07:20:00,2,80.0,440,380,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 08:00:00,2016-09-19 07:40:00,3,103.0,460,400,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:00:00,2016-09-19 07:40:00,3,153.0,460,400,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 08:00:00,2016-09-19 07:40:00,1,118.0,460,400,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:00:00,2016-09-19 07:40:00,1,43.0,460,400,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:00:00,2016-09-19 07:40:00,2,97.0,460,400,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 08:20:00,2016-09-19 08:00:00,3,118.0,480,300,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:20:00,2016-09-19 08:00:00,3,161.0,480,300,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 08:20:00,2016-09-19 08:00:00,1,123.0,480,300,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:20:00,2016-09-19 08:00:00,1,46.0,480,300,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:20:00,2016-09-19 08:00:00,2,129.0,480,300,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 08:40:00,2016-09-19 08:20:00,3,168.0,500,320,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:40:00,2016-09-19 08:20:00,3,167.0,500,320,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 08:40:00,2016-09-19 08:20:00,1,119.0,500,320,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:40:00,2016-09-19 08:20:00,1,56.0,500,320,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 08:40:00,2016-09-19 08:20:00,2,122.0,500,320,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 09:00:00,2016-09-19 08:40:00,3,161.0,520,340,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:00:00,2016-09-19 08:40:00,3,138.0,520,340,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 09:00:00,2016-09-19 08:40:00,1,116.0,520,340,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:00:00,2016-09-19 08:40:00,1,41.0,520,340,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:00:00,2016-09-19 08:40:00,2,98.0,520,340,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 09:20:00,2016-09-19 09:00:00,3,145.0,540,240,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:20:00,2016-09-19 09:00:00,3,174.0,540,240,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 09:20:00,2016-09-19 09:00:00,1,120.0,540,240,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:20:00,2016-09-19 09:00:00,1,50.0,540,240,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:20:00,2016-09-19 09:00:00,2,89.0,540,240,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 09:40:00,2016-09-19 09:20:00,3,125.0,560,260,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:40:00,2016-09-19 09:20:00,3,144.0,560,260,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 09:40:00,2016-09-19 09:20:00,1,151.0,560,260,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:40:00,2016-09-19 09:20:00,1,49.0,560,260,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 09:40:00,2016-09-19 09:20:00,2,78.0,560,260,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 10:00:00,2016-09-19 09:40:00,3,116.0,580,280,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 10:00:00,2016-09-19 09:40:00,3,148.0,580,280,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 10:00:00,2016-09-19 09:40:00,1,131.0,580,280,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 10:00:00,2016-09-19 09:40:00,1,44.0,580,280,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
0,2016-09-19 10:00:00,2016-09-19 09:40:00,2,59.0,580,280,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1
1,2016-09-19 10:20:00,2016-09-19 10:00:00,3,117.0,600,180,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 10:20:00,2016-09-19 10:00:00,3,104.0,600,180,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 10:20:00,2016-09-19 10:00:00,1,101.0,600,180,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 10:20:00,2016-09-19 10:00:00,1,44.0,600,180,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 10:20:00,2016-09-19 10:00:00,2,71.0,600,180,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 10:40:00,2016-09-19 10:20:00,3,87.0,620,200,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 10:40:00,2016-09-19 10:20:00,3,111.0,620,200,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 10:40:00,2016-09-19 10:20:00,1,105.0,620,200,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 10:40:00,2016-09-19 10:20:00,1,44.0,620,200,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 10:40:00,2016-09-19 10:20:00,2,88.0,620,200,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 11:00:00,2016-09-19 10:40:00,3,85.0,640,220,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:00:00,2016-09-19 10:40:00,3,122.0,640,220,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 11:00:00,2016-09-19 10:40:00,1,102.0,640,220,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:00:00,2016-09-19 10:40:00,1,44.0,640,220,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:00:00,2016-09-19 10:40:00,2,65.0,640,220,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 11:20:00,2016-09-19 11:00:00,3,73.0,660,120,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:20:00,2016-09-19 11:00:00,3,111.0,660,120,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 11:20:00,2016-09-19 11:00:00,1,86.0,660,120,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:20:00,2016-09-19 11:00:00,1,39.0,660,120,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:20:00,2016-09-19 11:00:00,2,50.0,660,120,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 11:40:00,2016-09-19 11:20:00,3,72.0,680,140,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:40:00,2016-09-19 11:20:00,3,82.0,680,140,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 11:40:00,2016-09-19 11:20:00,1,76.0,680,140,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:40:00,2016-09-19 11:20:00,1,30.0,680,140,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 11:40:00,2016-09-19 11:20:00,2,61.0,680,140,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 12:00:00,2016-09-19 11:40:00,3,73.0,700,160,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 12:00:00,2016-09-19 11:40:00,3,91.0,700,160,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 12:00:00,2016-09-19 11:40:00,1,100.0,700,160,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 12:00:00,2016-09-19 11:40:00,1,34.0,700,160,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 12:00:00,2016-09-19 11:40:00,2,46.0,700,160,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 12:20:00,2016-09-19 12:00:00,3,94.0,720,60,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 12:20:00,2016-09-19 12:00:00,3,104.0,720,60,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
1,2016-09-19 12:20:00,2016-09-19 12:00:00,1,99.0,720,60,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 12:20:00,2016-09-19 12:00:00,1,45.0,720,60,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
0,2016-09-19 12:20:00,2016-09-19 12:00:00,2,87.0,720,60,False,True,False,False,0,False,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1
