direction,time_window_end,time_window_start,tollgate_id,volume,minutes_since_0,minutes_diff_13,before_holiday,after_holiday,start_holiday,end_holiday,holiday_len,is_am,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,neigh_2h_volume_avg,neigh_2h_volume_std
1,2016-09-19 08:20:00,2016-09-19 08:00:00,3,118.0,480,300,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,7.5,3.547299442298794
0,2016-09-19 08:20:00,2016-09-19 08:00:00,3,161.0,480,300,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,13.166666666666664,6.465721580423608
1,2016-09-19 08:20:00,2016-09-19 08:00:00,1,123.0,480,300,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,24.0,5.802298395176402
0,2016-09-19 08:20:00,2016-09-19 08:00:00,1,46.0,480,300,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,9.666666666666666,3.858612300930075
1,2016-09-19 08:40:00,2016-09-19 08:20:00,3,168.0,500,320,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,11.833333333333336,8.725760075138949
0,2016-09-19 08:40:00,2016-09-19 08:20:00,3,167.0,500,320,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,17.833333333333332,11.422443793786956
1,2016-09-19 08:40:00,2016-09-19 08:20:00,1,119.0,500,320,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,27.5,7.2743842809317325
0,2016-09-19 08:40:00,2016-09-19 08:20:00,1,56.0,500,320,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,9.333333333333334,3.901566636906542
1,2016-09-19 09:00:00,2016-09-19 08:40:00,3,161.0,520,340,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,17.0,12.635927614016573
0,2016-09-19 09:00:00,2016-09-19 08:40:00,3,138.0,520,340,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,26.16666666666667,17.714557729606334
1,2016-09-19 09:00:00,2016-09-19 08:40:00,1,116.0,520,340,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,34.166666666666664,11.624925328314538
0,2016-09-19 09:00:00,2016-09-19 08:40:00,1,41.0,520,340,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,9.333333333333334,3.901566636906542
1,2016-09-19 09:20:00,2016-09-19 09:00:00,3,145.0,540,240,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,27.33333333333333,20.105278466666967
0,2016-09-19 09:20:00,2016-09-19 09:00:00,3,174.0,540,240,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,36.333333333333336,22.402876799395408
1,2016-09-19 09:20:00,2016-09-19 09:00:00,1,120.0,540,240,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,42.333333333333336,16.918103387266026
0,2016-09-19 09:20:00,2016-09-19 09:00:00,1,50.0,540,240,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,12.666666666666664,9.410396142328738
0,2016-09-19 09:20:00,2016-09-19 09:00:00,2,89.0,540,240,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,25.0,9.966610925150704
1,2016-09-19 09:40:00,2016-09-19 09:20:00,3,125.0,560,260,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,36.66666666666666,23.12766501160221
0,2016-09-19 09:40:00,2016-09-19 09:20:00,3,144.0,560,260,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,56.0,36.887215490826456
1,2016-09-19 09:40:00,2016-09-19 09:20:00,1,151.0,560,260,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,49.33333333333334,18.181186857726196
0,2016-09-19 09:40:00,2016-09-19 09:20:00,1,49.0,560,260,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,18.83333333333333,12.130081981952507
0,2016-09-19 09:40:00,2016-09-19 09:20:00,2,78.0,560,260,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,36.66666666666666,22.874051285730353
1,2016-09-19 10:00:00,2016-09-19 09:40:00,3,116.0,580,280,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,47.33333333333334,21.69997439834639
0,2016-09-19 10:00:00,2016-09-19 09:40:00,3,148.0,580,280,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,74.16666666666667,38.53317474015806
1,2016-09-19 10:00:00,2016-09-19 09:40:00,1,131.0,580,280,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,59.16666666666666,17.77091881573813
0,2016-09-19 10:00:00,2016-09-19 09:40:00,1,44.0,580,280,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,22.66666666666667,11.728408057172787
0,2016-09-19 10:00:00,2016-09-19 09:40:00,2,59.0,580,280,False,True,False,False,0,False,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,48.0,24.623836689950114
1,2016-09-19 15:20:00,2016-09-19 15:00:00,3,75.0,900,120,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,82.0,9.71253485622231
0,2016-09-19 15:20:00,2016-09-19 15:00:00,3,117.0,900,120,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,100.16666666666669,13.582055154586225
1,2016-09-19 15:20:00,2016-09-19 15:00:00,1,77.0,900,120,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,85.0,11.284207253207171
0,2016-09-19 15:20:00,2016-09-19 15:00:00,1,48.0,900,120,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,40.833333333333336,7.559026980299044
0,2016-09-19 15:20:00,2016-09-19 15:00:00,2,77.0,900,120,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,63.16666666666666,13.433995020924424
1,2016-09-19 15:40:00,2016-09-19 15:20:00,3,95.0,920,140,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,85.0,9.237604307034012
0,2016-09-19 15:40:00,2016-09-19 15:20:00,3,109.0,920,140,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,101.16666666666669,14.530619012584731
1,2016-09-19 15:40:00,2016-09-19 15:20:00,1,104.0,920,140,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,87.33333333333331,12.618328820498464
0,2016-09-19 15:40:00,2016-09-19 15:20:00,1,57.0,920,140,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,43.83333333333334,9.546668994413123
0,2016-09-19 15:40:00,2016-09-19 15:20:00,2,67.0,920,140,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,68.33333333333333,13.337499349161705
1,2016-09-19 16:00:00,2016-09-19 15:40:00,3,83.0,940,160,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,91.33333333333331,11.010096376609162
0,2016-09-19 16:00:00,2016-09-19 15:40:00,3,115.0,940,160,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,105.33333333333331,11.756794725698931
1,2016-09-19 16:00:00,2016-09-19 15:40:00,1,92.0,940,160,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,92.66666666666669,13.437096247164249
0,2016-09-19 16:00:00,2016-09-19 15:40:00,1,43.0,940,160,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,49.0,9.03696114115064
0,2016-09-19 16:00:00,2016-09-19 15:40:00,2,74.0,940,160,False,True,False,False,0,True,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,74.0,15.979153085609179
1,2016-09-19 16:20:00,2016-09-19 16:00:00,3,101.0,960,180,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,95.83333333333331,7.581043610362773
0,2016-09-19 16:20:00,2016-09-19 16:00:00,3,123.0,960,180,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,112.0,13.012814197295425
1,2016-09-19 16:20:00,2016-09-19 16:00:00,1,110.0,960,180,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,93.66666666666669,14.149990184527418
0,2016-09-19 16:20:00,2016-09-19 16:00:00,1,42.0,960,180,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,52.16666666666666,6.066758241067097
0,2016-09-19 16:20:00,2016-09-19 16:00:00,2,76.0,960,180,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,77.5,10.981044273352754
1,2016-09-19 16:40:00,2016-09-19 16:20:00,3,90.0,980,200,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,96.0,7.549834435270751
0,2016-09-19 16:40:00,2016-09-19 16:20:00,3,111.0,980,200,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,111.33333333333331,13.49897115421106
1,2016-09-19 16:40:00,2016-09-19 16:20:00,1,122.0,980,200,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,94.0,14.294521094927713
0,2016-09-19 16:40:00,2016-09-19 16:20:00,1,46.0,980,200,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,53.83333333333334,5.177408189003024
0,2016-09-19 16:40:00,2016-09-19 16:20:00,2,86.0,980,200,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,74.0,10.739335795724672
1,2016-09-19 17:00:00,2016-09-19 16:40:00,3,115.0,1000,220,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,98.16666666666669,6.094168432927407
0,2016-09-19 17:00:00,2016-09-19 16:40:00,3,116.0,1000,220,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,110.16666666666669,15.377653339252456
1,2016-09-19 17:00:00,2016-09-19 16:40:00,1,116.0,1000,220,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,99.0,9.451631252505216
0,2016-09-19 17:00:00,2016-09-19 16:40:00,1,55.0,1000,220,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,55.16666666666666,3.0776975521032317
0,2016-09-19 17:00:00,2016-09-19 16:40:00,2,99.0,1000,220,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,73.33333333333333,11.32352516764202
1,2016-09-19 17:20:00,2016-09-19 17:00:00,3,86.0,1020,240,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,98.0,6.2182527020592095
0,2016-09-19 17:20:00,2016-09-19 17:00:00,3,110.0,1020,240,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,107.66666666666669,14.44145268162298
1,2016-09-19 17:20:00,2016-09-19 17:00:00,1,96.0,1020,240,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,102.66666666666669,3.1446603773522015
0,2016-09-19 17:20:00,2016-09-19 17:00:00,1,36.0,1020,240,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,55.0,3.2145502536643185
0,2016-09-19 17:20:00,2016-09-19 17:00:00,2,85.0,1020,240,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,75.0,11.298967504452195
1,2016-09-19 17:40:00,2016-09-19 17:20:00,3,85.0,1040,260,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,95.33333333333331,10.561986345169906
0,2016-09-19 17:40:00,2016-09-19 17:20:00,3,118.0,1040,260,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,107.66666666666669,14.44145268162298
1,2016-09-19 17:40:00,2016-09-19 17:20:00,1,116.0,1040,260,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,98.83333333333331,10.188501143718616
0,2016-09-19 17:40:00,2016-09-19 17:20:00,1,34.0,1040,260,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,53.5,3.947573094109004
0,2016-09-19 17:40:00,2016-09-19 17:20:00,2,72.0,1040,260,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,74.33333333333333,11.040330107786131
1,2016-09-19 18:00:00,2016-09-19 17:40:00,3,91.0,1060,280,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,92.83333333333331,8.334999833366657
0,2016-09-19 18:00:00,2016-09-19 17:40:00,3,95.0,1060,280,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,108.0,14.445299120013633
1,2016-09-19 18:00:00,2016-09-19 17:40:00,1,112.0,1060,280,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,98.16666666666669,9.685326817178423
0,2016-09-19 18:00:00,2016-09-19 17:40:00,1,24.0,1060,280,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,52.83333333333334,2.793842435706702
0,2016-09-19 18:00:00,2016-09-19 17:40:00,2,53.0,1060,280,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,69.66666666666667,6.155395104206463
1,2016-09-19 18:20:00,2016-09-19 18:00:00,3,73.0,1080,300,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,90.0,8.306623862918075
0,2016-09-19 18:20:00,2016-09-19 18:00:00,3,94.0,1080,300,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,105.33333333333331,11.025223605694153
1,2016-09-19 18:20:00,2016-09-19 18:00:00,1,67.0,1080,300,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,95.83333333333331,9.190877119308158
0,2016-09-19 18:20:00,2016-09-19 18:00:00,1,29.0,1080,300,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,51.16666666666666,4.597704741377908
0,2016-09-19 18:20:00,2016-09-19 18:00:00,2,55.0,1080,300,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,70.83333333333333,6.202598021976132
1,2016-09-19 18:40:00,2016-09-19 18:20:00,3,78.0,1100,320,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,91.0,9.16515138991168
0,2016-09-19 18:40:00,2016-09-19 18:20:00,3,56.0,1100,320,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,109.16666666666669,12.415268377642462
1,2016-09-19 18:40:00,2016-09-19 18:20:00,1,94.0,1100,320,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,97.33333333333331,10.54619467970425
0,2016-09-19 18:40:00,2016-09-19 18:20:00,1,27.0,1100,320,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,49.0,5.291502622129181
0,2016-09-19 18:40:00,2016-09-19 18:20:00,2,50.0,1100,320,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,72.5,6.020797289396148
1,2016-09-19 19:00:00,2016-09-19 18:40:00,3,77.0,1120,340,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,89.5,8.440971508067069
0,2016-09-19 19:00:00,2016-09-19 18:40:00,3,61.0,1120,340,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,113.66666666666669,5.374838498865699
1,2016-09-19 19:00:00,2016-09-19 18:40:00,1,65.0,1120,340,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,101.0,14.071247279470287
0,2016-09-19 19:00:00,2016-09-19 18:40:00,1,18.0,1120,340,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,48.0,5.196152422706632
0,2016-09-19 19:00:00,2016-09-19 18:40:00,2,49.0,1120,340,False,True,False,False,0,True,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,76.5,5.678908345800274
1,2016-09-20 06:20:00,2016-09-20 06:00:00,3,24.0,360,420,False,False,False,False,0,False,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,5.166666666666667,1.674979270186815
0,2016-09-20 06:20:00,2016-09-20 06:00:00,3,31.0,360,420,False,False,False,False,0,False,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,11.333333333333336,3.2998316455372216
1,2016-09-20 06:20:00,2016-09-20 06:00:00,1,47.0,360,420,False,False,False,False,0,False,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,10.166666666666666,4.980517599161312
0,2016-09-20 06:20:00,2016-09-20 06:00:00,1,13.0,360,420,False,False,False,False,0,False,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,7.5,1.707825127659933
1,2016-09-20 06:40:00,2016-09-20 06:20:00,3,43.0,380,440,False,False,False,False,0,False,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,5.5,1.6072751268321592
0,2016-09-20 06:40:00,2016-09-20 06:20:00,3,43.0,380,440,False,False,False,False,0,False,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,11.0,3.3166247903554
1,2016-09-20 06:40:00,2016-09-20 06:20:00,1,59.0,380,440,False,False,False,False,0,False,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,12.166666666666664,6.011562932290477
0,2016-09-20 06:40:00,2016-09-20 06:20:00,1,20.0,380,440,False,False,False,False,0,False,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,8.333333333333334,1.9720265943665387
1,2016-09-20 07:00:00,2016-09-20 06:40:00,3,66.0,400,460,False,False,False,False,0,False,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,5.833333333333332,1.462494064565354
0,2016-09-20 07:00:00,2016-09-20 06:40:00,3,80.0,400,460,False,False,False,False,0,False,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,9.666666666666666,1.9720265943665385
1,2016-09-20 07:00:00,2016-09-20 06:40:00,1,69.0,400,460,False,False,False,False,0,False,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,13.0,6.27162924074226
0,2016-09-20 07:00:00,2016-09-20 06:40:00,1,29.0,400,460,False,False,False,False,0,False,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,8.166666666666666,1.950783318453271
1,2016-09-20 07:20:00,2016-09-20 07:00:00,3,83.0,420,360,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,5.166666666666667,1.2133516482134197
0,2016-09-20 07:20:00,2016-09-20 07:00:00,3,113.0,420,360,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,9.333333333333334,1.4907119849998596
1,2016-09-20 07:20:00,2016-09-20 07:00:00,1,88.0,420,360,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,15.0,6.27162924074226
0,2016-09-20 07:20:00,2016-09-20 07:00:00,1,38.0,420,360,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,9.5,3.0956959368344514
1,2016-09-20 07:40:00,2016-09-20 07:20:00,3,97.0,440,380,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,6.166666666666668,2.8528737947706153
0,2016-09-20 07:40:00,2016-09-20 07:20:00,3,141.0,440,380,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,10.166666666666666,1.3437096247164249
1,2016-09-20 07:40:00,2016-09-20 07:20:00,1,126.0,440,380,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,19.166666666666668,4.219662967057388
0,2016-09-20 07:40:00,2016-09-20 07:20:00,1,30.0,440,380,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,9.333333333333334,3.0912061651652345
1,2016-09-20 08:00:00,2016-09-20 07:40:00,3,122.0,460,400,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,7.666666666666668,3.1446603773522015
0,2016-09-20 08:00:00,2016-09-20 07:40:00,3,136.0,460,400,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,11.666666666666664,2.5603819159562025
1,2016-09-20 08:00:00,2016-09-20 07:40:00,1,139.0,460,400,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,23.16666666666667,6.962199524735142
0,2016-09-20 08:00:00,2016-09-20 07:40:00,1,31.0,460,400,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,8.666666666666666,3.6817870057290873
1,2016-09-20 08:20:00,2016-09-20 08:00:00,3,154.0,480,300,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,9.666666666666666,4.8189440982669876
0,2016-09-20 08:20:00,2016-09-20 08:00:00,3,145.0,480,300,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,13.166666666666664,3.975620147292188
1,2016-09-20 08:20:00,2016-09-20 08:00:00,1,132.0,480,300,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,26.0,7.702813338860897
0,2016-09-20 08:20:00,2016-09-20 08:00:00,1,53.0,480,300,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,9.5,3.304037933599835
1,2016-09-20 08:40:00,2016-09-20 08:20:00,3,209.0,500,320,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,12.666666666666664,6.79869268479038
0,2016-09-20 08:40:00,2016-09-20 08:20:00,3,173.0,500,320,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,16.666666666666668,7.4087035902976215
1,2016-09-20 08:40:00,2016-09-20 08:20:00,1,151.0,500,320,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,30.5,10.32392044396572
0,2016-09-20 08:40:00,2016-09-20 08:20:00,1,50.0,500,320,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,9.833333333333334,3.531603350069515
1,2016-09-20 09:00:00,2016-09-20 08:40:00,3,210.0,520,340,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,18.83333333333333,12.415268377642462
0,2016-09-20 09:00:00,2016-09-20 08:40:00,3,154.0,520,340,False,False,False,False,0,False,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,22.33333333333333,11.3382342344633
